number,sharpe_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_multiply,params_bb_timeperiod,params_channel_multiply,params_channel_timeperiod,system_attrs_nsga2:generation,state
805,1.062739721322751,0.18200830750361846,2024-01-16 16:35:22.272559,2024-01-16 16:35:22.399797,0 days 00:00:00.127238,2.465661996878653,19,2.279845201009323,25,16,COMPLETE
806,-0.6502166223479026,-0.21630113067443432,2024-01-16 16:35:22.400795,2024-01-16 16:35:22.520063,0 days 00:00:00.119268,2.323893399485302,19,2.298598378441364,26,16,COMPLETE
807,0.35067462249799053,0.05457654822468712,2024-01-16 16:35:22.521060,2024-01-16 16:35:22.651775,0 days 00:00:00.130715,2.4777641137587483,19,2.279845201009323,23,16,COMPLETE
808,1.062739721322751,0.18200830750361846,2024-01-16 16:35:22.652804,2024-01-16 16:35:22.776061,0 days 00:00:00.123257,2.4777641137587483,19,2.2751386821591866,25,16,COMPLETE
809,1.062739721322751,0.18200830750361846,2024-01-16 16:35:22.777058,2024-01-16 16:35:22.906292,0 days 00:00:00.129234,2.4745785239275393,19,2.249488878219091,25,16,COMPLETE
810,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:22.907323,2024-01-16 16:35:23.044763,0 days 00:00:00.137440,2.317220741962721,23,2.1644049156661813,26,16,COMPLETE
811,1.062739721322751,0.18200830750361846,2024-01-16 16:35:23.046195,2024-01-16 16:35:23.176231,0 days 00:00:00.130036,2.423461696202089,19,2.279845201009323,26,16,COMPLETE
812,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:23.177227,2024-01-16 16:35:23.301407,0 days 00:00:00.124180,2.449070468664039,23,2.2751386821591866,23,16,COMPLETE
813,-0.4447568921379218,-0.12613818848760844,2024-01-16 16:35:23.302405,2024-01-16 16:35:23.454213,0 days 00:00:00.151808,2.4158675061054615,19,2.2016890761454717,21,16,COMPLETE
814,1.062739721322751,0.18200830750361846,2024-01-16 16:35:23.455210,2024-01-16 16:35:23.583478,0 days 00:00:00.128268,2.4745785239275393,19,2.279845201009323,25,16,COMPLETE
815,1.062739721322751,0.18200830750361846,2024-01-16 16:35:23.584479,2024-01-16 16:35:23.710805,0 days 00:00:00.126326,2.449070468664039,19,2.279845201009323,26,16,COMPLETE
816,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:23.713854,2024-01-16 16:35:23.816190,0 days 00:00:00.102336,2.4054522148934727,22,2.2016890761454717,25,16,COMPLETE
817,-0.23700809382673668,-0.08322755175565419,2024-01-16 16:35:23.818184,2024-01-16 16:35:23.922515,0 days 00:00:00.104331,2.314142434036131,19,2.1756191776308698,26,16,COMPLETE
818,0.31968768765109046,0.04688884346120204,2024-01-16 16:35:23.923479,2024-01-16 16:35:24.019843,0 days 00:00:00.096364,2.3753924688708214,23,2.0495511710114673,26,16,COMPLETE
819,1.062739721322751,0.18200830750361846,2024-01-16 16:35:24.021838,2024-01-16 16:35:24.174270,0 days 00:00:00.152432,2.369543606068369,19,2.2016890761454717,26,16,COMPLETE
820,0.3966394066473644,0.060276357991827755,2024-01-16 16:35:24.175269,2024-01-16 16:35:24.318492,0 days 00:00:00.143223,2.438258720582948,19,2.0570872609879567,21,16,COMPLETE
821,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:24.319458,2024-01-16 16:35:24.448787,0 days 00:00:00.129329,2.4784074981147453,20,2.279845201009323,26,16,COMPLETE
822,1.062739721322751,0.18200830750361846,2024-01-16 16:35:24.449795,2024-01-16 16:35:24.573581,0 days 00:00:00.123786,2.444517096350913,19,2.279845201009323,26,16,COMPLETE
823,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:24.574580,2024-01-16 16:35:24.703844,0 days 00:00:00.129264,2.461638641025944,19,2.004000350811479,24,16,COMPLETE
824,1.062739721322751,0.18200830750361846,2024-01-16 16:35:24.705805,2024-01-16 16:35:24.828025,0 days 00:00:00.122220,2.4054522148934727,19,2.2016890761454717,25,16,COMPLETE
825,-0.6502166223479026,-0.21630113067443432,2024-01-16 16:35:24.829987,2024-01-16 16:35:24.947318,0 days 00:00:00.117331,2.316631914275885,19,2.279845201009323,25,16,COMPLETE
826,1.062739721322751,0.18200830750361846,2024-01-16 16:35:24.948404,2024-01-16 16:35:25.080079,0 days 00:00:00.131675,2.4054522148934727,19,2.2191318217656666,25,16,COMPLETE
827,0.19670380431578682,0.022754982315029936,2024-01-16 16:35:25.082075,2024-01-16 16:35:25.234314,0 days 00:00:00.152239,2.4054522148934727,19,2.298598378441364,20,16,COMPLETE
828,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:25.236310,2024-01-16 16:35:25.357081,0 days 00:00:00.120771,2.3395942042632227,20,2.099663535389554,23,16,COMPLETE
829,1.062739721322751,0.18200830750361846,2024-01-16 16:35:25.359110,2024-01-16 16:35:25.526857,0 days 00:00:00.167747,2.448345716629058,19,2.279845201009323,25,16,COMPLETE
830,0.3072818027773606,0.05915296669077023,2024-01-16 16:35:25.528821,2024-01-16 16:35:25.688551,0 days 00:00:00.159730,2.4054522148934727,19,2.2016890761454717,20,16,COMPLETE
831,1.062739721322751,0.18200830750361846,2024-01-16 16:35:25.689548,2024-01-16 16:35:25.818781,0 days 00:00:00.129233,2.4784074981147453,19,2.2751386821591866,26,16,COMPLETE
832,0.31968768765109046,0.04688884346120204,2024-01-16 16:35:25.819746,2024-01-16 16:35:25.933097,0 days 00:00:00.113351,2.355994328067284,19,2.147424940411645,26,16,COMPLETE
833,-0.7908556071263971,-0.17715720954657144,2024-01-16 16:35:25.934094,2024-01-16 16:35:26.058277,0 days 00:00:00.124183,2.428539957943402,22,2.2751386821591866,26,16,COMPLETE
834,0.6042780227563924,0.14138837699166204,2024-01-16 16:35:26.059333,2024-01-16 16:35:26.181138,0 days 00:00:00.121805,2.412768441225064,19,2.2751386821591866,26,16,COMPLETE
835,0.19670380431578682,0.022754982315029936,2024-01-16 16:35:26.183134,2024-01-16 16:35:26.339354,0 days 00:00:00.156220,2.4784074981147453,19,2.279845201009323,20,16,COMPLETE
836,1.062739721322751,0.18200830750361846,2024-01-16 16:35:26.341346,2024-01-16 16:35:26.456616,0 days 00:00:00.115270,2.4054522148934727,19,2.2016890761454717,26,16,COMPLETE
837,0.6042780227563924,0.14138837699166204,2024-01-16 16:35:26.457581,2024-01-16 16:35:26.585283,0 days 00:00:00.127702,2.4054522148934727,19,2.2751386821591866,25,16,COMPLETE
838,-0.5484111031739036,-0.20119124551869091,2024-01-16 16:35:26.586279,2024-01-16 16:35:26.721492,0 days 00:00:00.135213,2.3483767469750227,20,2.2016890761454717,22,16,COMPLETE
839,-1.1191641253742652,-0.10892616319616892,2024-01-16 16:35:26.723455,2024-01-16 16:35:26.889949,0 days 00:00:00.166494,2.317220741962721,23,2.2751386821591866,26,16,COMPLETE
840,1.062739721322751,0.18200830750361846,2024-01-16 16:35:26.890909,2024-01-16 16:35:27.020174,0 days 00:00:00.129265,2.4054522148934727,19,2.2016890761454717,25,16,COMPLETE
841,1.062739721322751,0.18200830750361846,2024-01-16 16:35:27.021171,2024-01-16 16:35:27.156231,0 days 00:00:00.135060,2.448345716629058,19,2.279845201009323,25,16,COMPLETE
842,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:27.157232,2024-01-16 16:35:27.280593,0 days 00:00:00.123361,2.4054522148934727,19,2.126910532102538,25,16,COMPLETE
843,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:27.281621,2024-01-16 16:35:27.416870,0 days 00:00:00.135249,2.461869455028084,20,2.0481133161683216,26,16,COMPLETE
844,0.6042780227563924,0.14138837699166204,2024-01-16 16:35:27.417867,2024-01-16 16:35:27.537095,0 days 00:00:00.119228,2.397191237359694,19,2.279845201009323,26,16,COMPLETE
845,-0.31536116313000256,-0.055380539758503884,2024-01-16 16:35:27.538092,2024-01-16 16:35:27.679304,0 days 00:00:00.141212,2.465661996878653,24,2.2751386821591866,22,16,COMPLETE
846,-0.03679525924197302,-0.012453905817682197,2024-01-16 16:35:27.681297,2024-01-16 16:35:27.807681,0 days 00:00:00.126384,2.4054522148934727,24,2.0021226568535866,25,16,COMPLETE
847,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:27.808677,2024-01-16 16:35:27.938812,0 days 00:00:00.130135,2.4777641137587483,19,2.0844709058979904,26,16,COMPLETE
848,1.062739721322751,0.18200830750361846,2024-01-16 16:35:27.940807,2024-01-16 16:35:28.092462,0 days 00:00:00.151655,2.4054522148934727,19,2.2016890761454717,26,16,COMPLETE
849,1.062739721322751,0.18200830750361846,2024-01-16 16:35:28.093462,2024-01-16 16:35:28.238585,0 days 00:00:00.145123,2.4777641137587483,19,2.2751386821591866,26,16,COMPLETE
850,-0.49031841342625426,-0.1650366334403705,2024-01-16 16:35:28.239583,2024-01-16 16:35:28.395891,0 days 00:00:00.156308,2.4054522148934727,20,2.279845201009323,26,17,COMPLETE
851,1.062739721322751,0.18200830750361846,2024-01-16 16:35:28.396886,2024-01-16 16:35:28.531046,0 days 00:00:00.134160,2.444517096350913,19,2.279845201009323,26,17,COMPLETE
852,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:28.532044,2024-01-16 16:35:28.655334,0 days 00:00:00.123290,2.4054522148934727,19,2.032522768274445,25,17,COMPLETE
853,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:28.656330,2024-01-16 16:35:28.787972,0 days 00:00:00.131642,2.4543875103894703,19,2.2016890761454717,26,17,COMPLETE
854,1.062739721322751,0.18200830750361846,2024-01-16 16:35:28.788969,2024-01-16 16:35:28.917222,0 days 00:00:00.128253,2.448345716629058,19,2.2751386821591866,25,17,COMPLETE
855,1.062739721322751,0.18200830750361846,2024-01-16 16:35:28.919183,2024-01-16 16:35:29.037432,0 days 00:00:00.118249,2.4054522148934727,19,2.2016890761454717,26,17,COMPLETE
856,0.41033240764749335,0.06672562348787948,2024-01-16 16:35:29.038431,2024-01-16 16:35:29.231981,0 days 00:00:00.193550,2.4054522148934727,19,2.2016890761454717,22,17,COMPLETE
857,-0.7013157938132958,-0.22981675790229927,2024-01-16 16:35:29.233977,2024-01-16 16:35:29.435059,0 days 00:00:00.201082,2.3177955865304427,19,2.279845201009323,23,17,COMPLETE
858,0.31968768765109046,0.04688884346120204,2024-01-16 16:35:29.436060,2024-01-16 16:35:29.553876,0 days 00:00:00.117816,2.461638641025944,23,2.0298555793553525,25,17,COMPLETE
859,-0.49031841342625426,-0.1650366334403705,2024-01-16 16:35:29.554874,2024-01-16 16:35:29.690255,0 days 00:00:00.135381,2.4054522148934727,20,2.279845201009323,25,17,COMPLETE
860,-0.03679525924197302,-0.012453905817682197,2024-01-16 16:35:29.691252,2024-01-16 16:35:29.831426,0 days 00:00:00.140174,2.4920972190766886,21,2.279845201009323,26,17,COMPLETE
861,-0.7893257979867578,-0.24647160926985862,2024-01-16 16:35:29.833422,2024-01-16 16:35:29.973071,0 days 00:00:00.139649,2.301786063550395,20,2.2751386821591866,23,17,COMPLETE
862,inf,0.0,2024-01-16 16:35:29.975066,2024-01-16 16:35:30.135152,0 days 00:00:00.160086,2.317220741962721,23,2.279845201009323,26,17,COMPLETE
863,-0.3493319512390274,-0.1316055846721332,2024-01-16 16:35:30.136149,2024-01-16 16:35:30.260335,0 days 00:00:00.124186,2.336378446884143,19,2.2751386821591866,26,17,COMPLETE
864,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:30.262331,2024-01-16 16:35:30.405965,0 days 00:00:00.143634,2.4280779982880327,19,2.1897478427952737,26,17,COMPLETE
865,-0.5083143744880645,-0.17242568978160605,2024-01-16 16:35:30.407962,2024-01-16 16:35:30.538087,0 days 00:00:00.130125,2.397235344462885,21,2.298598378441364,26,17,COMPLETE
866,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:30.539084,2024-01-16 16:35:30.713554,0 days 00:00:00.174470,2.426055609998518,19,2.0765177856585875,23,17,COMPLETE
867,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:30.714552,2024-01-16 16:35:30.823787,0 days 00:00:00.109235,2.473644341606791,23,2.279845201009323,26,17,COMPLETE
868,1.062739721322751,0.18200830750361846,2024-01-16 16:35:30.825782,2024-01-16 16:35:30.958009,0 days 00:00:00.132227,2.3646956379998976,19,2.2016890761454717,25,17,COMPLETE
869,-0.49156301166759986,-0.13609071300181355,2024-01-16 16:35:30.959037,2024-01-16 16:35:31.126442,0 days 00:00:00.167405,2.4777641137587483,19,2.279845201009323,21,17,COMPLETE
870,0.26064987779857535,0.04221550339427751,2024-01-16 16:35:31.127407,2024-01-16 16:35:31.261781,0 days 00:00:00.134374,2.35786965732235,19,2.298598378441364,26,17,COMPLETE
871,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:31.263784,2024-01-16 16:35:31.388583,0 days 00:00:00.124799,2.448345716629058,19,2.056263070325355,25,17,COMPLETE
872,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:31.390577,2024-01-16 16:35:31.526177,0 days 00:00:00.135600,2.4290070832034267,19,2.004000350811479,24,17,COMPLETE
873,0.41033240764749335,0.06672562348787948,2024-01-16 16:35:31.527633,2024-01-16 16:35:31.659786,0 days 00:00:00.132153,2.448345716629058,19,2.279845201009323,24,17,COMPLETE
874,0.19670380431578682,0.022754982315029936,2024-01-16 16:35:31.660781,2024-01-16 16:35:31.848190,0 days 00:00:00.187409,2.369543606068369,19,2.279845201009323,20,17,COMPLETE
875,1.062739721322751,0.18200830750361846,2024-01-16 16:35:31.850227,2024-01-16 16:35:31.995255,0 days 00:00:00.145028,2.438258720582948,19,2.2751386821591866,26,17,COMPLETE
876,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:31.997246,2024-01-16 16:35:32.131704,0 days 00:00:00.134458,2.444517096350913,19,2.2016890761454717,26,17,COMPLETE
877,0.6042780227563924,0.14138837699166204,2024-01-16 16:35:32.132702,2024-01-16 16:35:32.273651,0 days 00:00:00.140949,2.4054522148934727,19,2.279845201009323,26,17,COMPLETE
878,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:32.274655,2024-01-16 16:35:32.441686,0 days 00:00:00.167031,2.4777641137587483,19,2.0752822507115947,26,17,COMPLETE
879,-0.49031841342625426,-0.1650366334403705,2024-01-16 16:35:32.442683,2024-01-16 16:35:32.565270,0 days 00:00:00.122587,2.3806400107618284,20,2.279243543373213,26,17,COMPLETE
880,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:32.566619,2024-01-16 16:35:32.698401,0 days 00:00:00.131782,2.4745785239275393,19,2.249488878219091,26,17,COMPLETE
881,-0.01878644180527436,-0.028321824891217772,2024-01-16 16:35:32.699355,2024-01-16 16:35:32.826134,0 days 00:00:00.126779,2.378798906754917,19,2.279243543373213,24,17,COMPLETE
882,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:32.828095,2024-01-16 16:35:32.990437,0 days 00:00:00.162342,2.4745785239275393,19,2.2016890761454717,25,17,COMPLETE
883,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:32.991444,2024-01-16 16:35:33.133128,0 days 00:00:00.141684,2.4784074981147453,19,2.159091087216267,26,17,COMPLETE
884,0.19670380431578682,0.022754982315029936,2024-01-16 16:35:33.134126,2024-01-16 16:35:33.303867,0 days 00:00:00.169741,2.465661996878653,19,2.279845201009323,21,17,COMPLETE
885,0.3072818027773606,0.05915296669077023,2024-01-16 16:35:33.304865,2024-01-16 16:35:33.466986,0 days 00:00:00.162121,2.4988348980639112,19,2.279243543373213,20,17,COMPLETE
886,0.19670380431578682,0.022754982315029936,2024-01-16 16:35:33.468945,2024-01-16 16:35:33.628269,0 days 00:00:00.159324,2.4777641137587483,19,2.2751386821591866,20,17,COMPLETE
887,1.062739721322751,0.18200830750361846,2024-01-16 16:35:33.629253,2024-01-16 16:35:33.754302,0 days 00:00:00.125049,2.4784074981147453,19,2.279845201009323,26,17,COMPLETE
888,1.062739721322751,0.18200830750361846,2024-01-16 16:35:33.755276,2024-01-16 16:35:33.886045,0 days 00:00:00.130769,2.448345716629058,19,2.2817226679348614,25,17,COMPLETE
889,1.062739721322751,0.18200830750361846,2024-01-16 16:35:33.887009,2024-01-16 16:35:34.014509,0 days 00:00:00.127500,2.4054522148934727,19,2.261214396801183,26,17,COMPLETE
890,-0.49156301166759986,-0.13609071300181355,2024-01-16 16:35:34.015541,2024-01-16 16:35:34.173754,0 days 00:00:00.158213,2.4777641137587483,19,2.2016890761454717,20,17,COMPLETE
891,0.19670380431578682,0.022754982315029936,2024-01-16 16:35:34.175747,2024-01-16 16:35:34.374409,0 days 00:00:00.198662,2.369543606068369,19,2.2016890761454717,20,17,COMPLETE
892,1.062739721322751,0.18200830750361846,2024-01-16 16:35:34.375372,2024-01-16 16:35:34.506155,0 days 00:00:00.130783,2.438258720582948,19,2.2684109226592644,26,17,COMPLETE
893,-0.9498391119716277,-0.21292452356332603,2024-01-16 16:35:34.507121,2024-01-16 16:35:34.632424,0 days 00:00:00.125303,2.4014961303226,24,2.2751386821591866,26,17,COMPLETE
894,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:34.633390,2024-01-16 16:35:34.764617,0 days 00:00:00.131227,2.4784074981147453,19,2.1897478427952737,26,17,COMPLETE
895,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:34.765662,2024-01-16 16:35:34.876441,0 days 00:00:00.110779,2.3998726043104646,24,2.2016890761454717,25,17,COMPLETE
896,inf,0.0,2024-01-16 16:35:34.878403,2024-01-16 16:35:35.029543,0 days 00:00:00.151140,2.317220741962721,23,2.279243543373213,26,17,COMPLETE
897,1.062739721322751,0.18200830750361846,2024-01-16 16:35:35.030538,2024-01-16 16:35:35.164824,0 days 00:00:00.134286,2.461638641025944,19,2.279845201009323,25,17,COMPLETE
898,0.3072818027773606,0.05915296669077023,2024-01-16 16:35:35.165789,2024-01-16 16:35:35.327470,0 days 00:00:00.161681,2.4920972190766886,19,2.2751386821591866,20,17,COMPLETE
899,1.062739721322751,0.18200830750361846,2024-01-16 16:35:35.328466,2024-01-16 16:35:35.488458,0 days 00:00:00.159992,2.438258720582948,19,2.2751386821591866,26,17,COMPLETE
900,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:35.490466,2024-01-16 16:35:35.662144,0 days 00:00:00.171678,2.444517096350913,19,2.2016890761454717,26,18,COMPLETE
901,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:35.663178,2024-01-16 16:35:35.792713,0 days 00:00:00.129535,2.4777641137587483,19,2.2191318217656666,26,18,COMPLETE
902,1.062739721322751,0.18200830750361846,2024-01-16 16:35:35.795675,2024-01-16 16:35:35.927903,0 days 00:00:00.132228,2.4054522148934727,19,2.20406251404891,25,18,COMPLETE
903,-0.6502166223479026,-0.21630113067443432,2024-01-16 16:35:35.929898,2024-01-16 16:35:36.050310,0 days 00:00:00.120412,2.3393887997960565,19,2.2751386821591866,25,18,COMPLETE
904,1.062739721322751,0.18200830750361846,2024-01-16 16:35:36.051299,2024-01-16 16:35:36.194683,0 days 00:00:00.143384,2.4054522148934727,19,2.2016890761454717,24,18,COMPLETE
905,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:36.196677,2024-01-16 16:35:36.324628,0 days 00:00:00.127951,2.4513079388133576,19,2.04319953511705,26,18,COMPLETE
906,-0.6502166223479026,-0.21630113067443432,2024-01-16 16:35:36.325624,2024-01-16 16:35:36.454538,0 days 00:00:00.128914,2.3121540037105466,19,2.2016890761454717,23,18,COMPLETE
907,1.062739721322751,0.18200830750361846,2024-01-16 16:35:36.455504,2024-01-16 16:35:36.613971,0 days 00:00:00.158467,2.4745785239275393,19,2.249488878219091,25,18,COMPLETE
908,0.19670380431578682,0.022754982315029936,2024-01-16 16:35:36.614973,2024-01-16 16:35:36.774738,0 days 00:00:00.159765,2.4054522148934727,19,2.279845201009323,20,18,COMPLETE
909,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:36.775703,2024-01-16 16:35:36.880491,0 days 00:00:00.104788,2.4745785239275393,23,2.2751386821591866,26,18,COMPLETE
910,1.062739721322751,0.18200830750361846,2024-01-16 16:35:36.881457,2024-01-16 16:35:37.008459,0 days 00:00:00.127002,2.4543875103894703,19,2.249488878219091,25,18,COMPLETE
911,1.062739721322751,0.18200830750361846,2024-01-16 16:35:37.009456,2024-01-16 16:35:37.146642,0 days 00:00:00.137186,2.449070468664039,19,2.279845201009323,25,18,COMPLETE
912,1.062739721322751,0.18200830750361846,2024-01-16 16:35:37.147608,2024-01-16 16:35:37.281289,0 days 00:00:00.133681,2.444517096350913,19,2.279845201009323,26,18,COMPLETE
913,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:37.283284,2024-01-16 16:35:37.408500,0 days 00:00:00.125216,2.444517096350913,19,2.2016890761454717,26,18,COMPLETE
914,1.062739721322751,0.18200830750361846,2024-01-16 16:35:37.409465,2024-01-16 16:35:37.565672,0 days 00:00:00.156207,2.4543875103894703,19,2.23697673316926,25,18,COMPLETE
915,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:37.566670,2024-01-16 16:35:37.703463,0 days 00:00:00.136793,2.465661996878653,19,2.020737016437552,25,18,COMPLETE
916,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:37.705426,2024-01-16 16:35:37.867357,0 days 00:00:00.161931,2.448345716629058,19,2.139474761677999,26,18,COMPLETE
917,0.41426305581377626,0.07653064577222679,2024-01-16 16:35:37.868606,2024-01-16 16:35:38.016483,0 days 00:00:00.147877,2.461638641025944,20,2.298598378441364,25,18,COMPLETE
918,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:38.017480,2024-01-16 16:35:38.143710,0 days 00:00:00.126230,2.4920972190766886,19,2.2016890761454717,26,18,COMPLETE
919,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:38.145704,2024-01-16 16:35:38.284623,0 days 00:00:00.138919,2.426055609998518,19,2.0584664998439477,26,18,COMPLETE
920,1.062739721322751,0.18200830750361846,2024-01-16 16:35:38.285586,2024-01-16 16:35:38.412900,0 days 00:00:00.127314,2.438258720582948,19,2.266889357120489,26,18,COMPLETE
921,-0.42507236229683787,-0.14458576439913515,2024-01-16 16:35:38.413897,2024-01-16 16:35:38.538093,0 days 00:00:00.124196,2.4543875103894703,23,2.298598378441364,20,18,COMPLETE
922,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:38.539121,2024-01-16 16:35:38.668346,0 days 00:00:00.129225,2.444517096350913,20,2.2016890761454717,26,18,COMPLETE
923,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:38.669310,2024-01-16 16:35:38.774665,0 days 00:00:00.105355,2.4959253511535544,22,2.2191318217656666,24,18,COMPLETE
924,1.062739721322751,0.18200830750361846,2024-01-16 16:35:38.775625,2024-01-16 16:35:38.938069,0 days 00:00:00.162444,2.444517096350913,19,2.279845201009323,26,18,COMPLETE
925,1.062739721322751,0.18200830750361846,2024-01-16 16:35:38.939070,2024-01-16 16:35:39.066427,0 days 00:00:00.127357,2.4054522148934727,19,2.2016890761454717,25,18,COMPLETE
926,-0.8392390361113249,-0.22175266071077998,2024-01-16 16:35:39.067428,2024-01-16 16:35:39.188240,0 days 00:00:00.120812,2.448345716629058,22,2.279845201009323,20,18,COMPLETE
927,1.062739721322751,0.18200830750361846,2024-01-16 16:35:39.189233,2024-01-16 16:35:39.327416,0 days 00:00:00.138183,2.4054522148934727,19,2.261214396801183,25,18,COMPLETE
928,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:39.329411,2024-01-16 16:35:39.458275,0 days 00:00:00.128864,2.448345716629058,19,2.2016890761454717,26,18,COMPLETE
929,-0.24656642014161506,-0.11473260371388463,2024-01-16 16:35:39.460242,2024-01-16 16:35:39.576643,0 days 00:00:00.116401,2.3237902573424662,19,2.2016890761454717,26,18,COMPLETE
930,1.062739721322751,0.18200830750361846,2024-01-16 16:35:39.578280,2024-01-16 16:35:39.705142,0 days 00:00:00.126862,2.369543606068369,19,2.2016890761454717,26,18,COMPLETE
931,-0.03679525924197302,-0.012453905817682197,2024-01-16 16:35:39.706128,2024-01-16 16:35:39.879229,0 days 00:00:00.173101,2.4784074981147453,24,2.0965026990671034,25,18,COMPLETE
932,0.31968768765109046,0.04688884346120204,2024-01-16 16:35:39.880194,2024-01-16 16:35:40.018698,0 days 00:00:00.138504,2.4054522148934727,22,2.015029140870614,26,18,COMPLETE
933,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:40.019701,2024-01-16 16:35:40.155458,0 days 00:00:00.135757,2.4777641137587483,19,2.2016890761454717,25,18,COMPLETE
934,1.062739721322751,0.18200830750361846,2024-01-16 16:35:40.156460,2024-01-16 16:35:40.284276,0 days 00:00:00.127816,2.438258720582948,19,2.279845201009323,26,18,COMPLETE
935,1.062739721322751,0.18200830750361846,2024-01-16 16:35:40.285275,2024-01-16 16:35:40.425523,0 days 00:00:00.140248,2.4054522148934727,19,2.2016890761454717,24,18,COMPLETE
936,1.062739721322751,0.18200830750361846,2024-01-16 16:35:40.428645,2024-01-16 16:35:40.556871,0 days 00:00:00.128226,2.438258720582948,19,2.2751386821591866,25,18,COMPLETE
937,1.062739721322751,0.18200830750361846,2024-01-16 16:35:40.557838,2024-01-16 16:35:40.688913,0 days 00:00:00.131075,2.4745785239275393,19,2.279845201009323,26,18,COMPLETE
938,1.062739721322751,0.18200830750361846,2024-01-16 16:35:40.689917,2024-01-16 16:35:40.823304,0 days 00:00:00.133387,2.4745785239275393,19,2.249488878219091,25,18,COMPLETE
939,-0.4476040549789468,-0.12771166599425143,2024-01-16 16:35:40.824265,2024-01-16 16:35:40.938600,0 days 00:00:00.114335,2.4054522148934727,23,2.147116923265345,25,18,COMPLETE
940,-0.03679525924197302,-0.012453905817682197,2024-01-16 16:35:40.939564,2024-01-16 16:35:41.095224,0 days 00:00:00.155660,2.4777641137587483,21,2.2751386821591866,25,18,COMPLETE
941,1.062739721322751,0.18200830750361846,2024-01-16 16:35:41.096220,2024-01-16 16:35:41.254488,0 days 00:00:00.158268,2.490195674136693,19,2.2751386821591866,26,18,COMPLETE
942,-1.1191641253742652,-0.10892616319616892,2024-01-16 16:35:41.255495,2024-01-16 16:35:41.402343,0 days 00:00:00.146848,2.4777641137587483,24,2.298598378441364,20,18,COMPLETE
943,-0.03679525924197302,-0.012453905817682197,2024-01-16 16:35:41.403308,2024-01-16 16:35:41.540493,0 days 00:00:00.137185,2.478668360830371,21,2.279845201009323,25,18,COMPLETE
944,1.062739721322751,0.18200830750361846,2024-01-16 16:35:41.541458,2024-01-16 16:35:41.667709,0 days 00:00:00.126251,2.444517096350913,19,2.279845201009323,26,18,COMPLETE
945,0.35067462249799053,0.05457654822468712,2024-01-16 16:35:41.668672,2024-01-16 16:35:41.849453,0 days 00:00:00.180781,2.461638641025944,19,2.249488878219091,22,18,COMPLETE
946,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:41.850414,2024-01-16 16:35:41.982259,0 days 00:00:00.131845,2.423461696202089,19,2.125179400784826,25,18,COMPLETE
947,0.10125497667778131,0.0038233691856376594,2024-01-16 16:35:41.984220,2024-01-16 16:35:42.109534,0 days 00:00:00.125314,2.317220741962721,23,2.249488878219091,24,18,COMPLETE
948,1.062739721322751,0.18200830750361846,2024-01-16 16:35:42.111527,2024-01-16 16:35:42.243755,0 days 00:00:00.132228,2.461638641025944,19,2.250869027285102,24,18,COMPLETE
949,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:42.245750,2024-01-16 16:35:42.379008,0 days 00:00:00.133258,2.4777641137587483,19,2.2016890761454717,25,18,COMPLETE
950,1.1179824439623918,0.17486205993462847,2024-01-16 16:35:42.379972,2024-01-16 16:35:42.579619,0 days 00:00:00.199647,2.479940266799359,19,2.2016890761454717,25,19,COMPLETE
