number,sharpe_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_multiply,params_bb_timeperiod,params_channel_multiply,params_channel_timeperiod,system_attrs_nsga2:generation,state
10,-0.113014398414181,-0.05938376652631163,2024-01-16 12:10:22.067310,2024-01-16 12:10:22.258078,0 days 00:00:00.190768,2.0027904917987964,26,2.2279288413789953,25,0,COMPLETE
11,-0.1087612283727339,-0.11104302906539644,2024-01-16 12:10:22.260079,2024-01-16 12:10:22.408686,0 days 00:00:00.148607,2.309339555423223,16,2.0959082811138416,25,0,COMPLETE
12,-0.08582651387723711,-0.08324706055890502,2024-01-16 12:10:22.410684,2024-01-16 12:10:22.551835,0 days 00:00:00.141151,2.1813006735971103,22,2.1970526654675684,25,0,COMPLETE
13,0.06171629197187764,-0.027524232055866377,2024-01-16 12:10:22.552801,2024-01-16 12:10:22.689308,0 days 00:00:00.136507,2.183125292000147,22,2.0114702717125743,23,0,COMPLETE
14,-0.11775814460301243,-0.09361766444318703,2024-01-16 12:10:22.690273,2024-01-16 12:10:22.828122,0 days 00:00:00.137849,2.0428652901982867,21,2.096373328347348,26,0,COMPLETE
15,-0.007477747906221278,-0.05387758722969366,2024-01-16 12:10:22.829130,2024-01-16 12:10:22.980210,0 days 00:00:00.151080,2.0285660749949996,17,2.2728254074173146,20,0,COMPLETE
16,0.0004000613725234358,-0.029904063068485982,2024-01-16 12:10:22.981176,2024-01-16 12:10:23.143117,0 days 00:00:00.161941,2.3378570671362837,26,2.2722179567971463,24,0,COMPLETE
17,-0.25695116932845696,-0.11316824313747403,2024-01-16 12:10:23.144113,2024-01-16 12:10:23.315858,0 days 00:00:00.171745,2.3147013589623042,20,2.163358865864156,20,0,COMPLETE
18,-0.22925091979761575,-0.06673008077453829,2024-01-16 12:10:23.317090,2024-01-16 12:10:23.478648,0 days 00:00:00.161558,2.4814703391223363,20,2.00416785126953,20,0,COMPLETE
19,0.09457589505286042,-0.016304607241978745,2024-01-16 12:10:23.479653,2024-01-16 12:10:23.621572,0 days 00:00:00.141919,2.1235976288804435,19,2.2093291897442344,26,0,COMPLETE
20,-0.6654505110891189,-0.33314333493915294,2024-01-16 12:10:23.622569,2024-01-16 12:10:23.775563,0 days 00:00:00.152994,2.1584996323867562,16,2.204687024154807,20,0,COMPLETE
21,-0.5612195056789384,-0.2521115571210997,2024-01-16 12:10:23.777554,2024-01-16 12:10:23.937685,0 days 00:00:00.160131,2.4654601444861806,16,2.0528297005995806,21,0,COMPLETE
22,0.14627234206842024,0.010957223583530719,2024-01-16 12:10:23.938685,2024-01-16 12:10:24.086252,0 days 00:00:00.147567,2.4822475215892714,25,2.286098171926213,25,0,COMPLETE
23,-0.12490393190672261,-0.1379250632648568,2024-01-16 12:10:24.087250,2024-01-16 12:10:24.254182,0 days 00:00:00.166932,2.050737802724539,17,2.173099968570809,26,0,COMPLETE
24,0.06114717049123943,-0.024388061847959223,2024-01-16 12:10:24.255181,2024-01-16 12:10:24.406180,0 days 00:00:00.150999,2.403153857569134,23,2.154038326021592,21,0,COMPLETE
25,-0.1947242274567119,-0.16838199386927954,2024-01-16 12:10:24.407309,2024-01-16 12:10:24.576357,0 days 00:00:00.169048,2.1807419490885165,17,2.181247919591485,23,0,COMPLETE
26,0.22278251539257865,0.03305405026702502,2024-01-16 12:10:24.577520,2024-01-16 12:10:24.767468,0 days 00:00:00.189948,2.1544471895219033,22,2.213922911408741,22,0,COMPLETE
27,-0.12616879618995863,-0.12022268483713433,2024-01-16 12:10:24.768465,2024-01-16 12:10:24.923818,0 days 00:00:00.155353,2.302868827780988,18,2.120851028912612,25,0,COMPLETE
28,0.36925934603479554,0.08483677093023388,2024-01-16 12:10:24.925816,2024-01-16 12:10:25.092002,0 days 00:00:00.166186,2.1744563169092768,25,2.0629737722824855,22,0,COMPLETE
29,-0.09917562315082087,-0.08792437147442059,2024-01-16 12:10:25.093001,2024-01-16 12:10:25.269217,0 days 00:00:00.176216,2.1200892202937727,22,2.1954074008632296,25,0,COMPLETE
30,-0.37637811527634624,-0.23834476631783205,2024-01-16 12:10:25.270213,2024-01-16 12:10:25.436336,0 days 00:00:00.166123,2.007239881247071,16,2.19454944733994,24,0,COMPLETE
31,-0.5604134493700303,-0.3069160252138234,2024-01-16 12:10:25.437313,2024-01-16 12:10:25.603661,0 days 00:00:00.166348,2.1049320611368976,16,2.1030362561736173,20,0,COMPLETE
32,-0.157264236815505,-0.09914836790401793,2024-01-16 12:10:25.604687,2024-01-16 12:10:25.779580,0 days 00:00:00.174893,2.3429986989608325,19,2.2650670909772996,21,0,COMPLETE
33,-0.20578560182936842,-0.17325139528141917,2024-01-16 12:10:25.780573,2024-01-16 12:10:25.947509,0 days 00:00:00.166936,2.355744540430816,16,2.2187370721985196,24,0,COMPLETE
34,-0.23872255491042405,-0.09982331277752693,2024-01-16 12:10:25.948504,2024-01-16 12:10:26.116338,0 days 00:00:00.167834,2.0912743632266393,22,2.1070366633109034,21,0,COMPLETE
35,-0.01357856844950136,-0.09579190579324433,2024-01-16 12:10:26.117301,2024-01-16 12:10:26.260314,0 days 00:00:00.143013,2.35564432273747,18,2.189994589482315,24,0,COMPLETE
36,-0.5604134493700303,-0.3069160252138234,2024-01-16 12:10:26.261298,2024-01-16 12:10:26.406860,0 days 00:00:00.145562,2.290057895950305,16,2.243684965788151,20,0,COMPLETE
37,0.4494214598341804,0.11477554118577302,2024-01-16 12:10:26.409853,2024-01-16 12:10:26.560888,0 days 00:00:00.151035,2.3776099501671766,19,2.1214003092861664,25,0,COMPLETE
38,0.07242846366002911,-0.02156429357544937,2024-01-16 12:10:26.561919,2024-01-16 12:10:26.723401,0 days 00:00:00.161482,2.1463797893632,23,2.075487895926852,24,0,COMPLETE
39,-0.1087612283727339,-0.11104302906539644,2024-01-16 12:10:26.724363,2024-01-16 12:10:26.888361,0 days 00:00:00.163998,2.309357974833946,16,2.1405215049877064,25,0,COMPLETE
40,-0.29351555324405754,-0.20634755071018943,2024-01-16 12:10:26.888361,2024-01-16 12:10:27.040414,0 days 00:00:00.152053,2.0691730685500995,16,2.213505219994334,23,0,COMPLETE
41,-0.2590678167921142,-0.13043051082182458,2024-01-16 12:10:27.043378,2024-01-16 12:10:27.236745,0 days 00:00:00.193367,2.410227852047934,22,2.238303020997584,21,0,COMPLETE
42,0.14627234206842024,0.010957223583530719,2024-01-16 12:10:27.238707,2024-01-16 12:10:27.404391,0 days 00:00:00.165684,2.497428240364136,25,2.2737038274760746,24,0,COMPLETE
43,-0.20244547182978195,-0.1803804026290972,2024-01-16 12:10:27.404391,2024-01-16 12:10:27.545726,0 days 00:00:00.141335,2.1904207121573265,17,2.1147400787489947,25,0,COMPLETE
44,0.22228039249696346,0.033097405700673474,2024-01-16 12:10:27.547592,2024-01-16 12:10:27.688823,0 days 00:00:00.141231,2.392032811748942,26,2.0134630020910085,24,0,COMPLETE
45,0.0818979612215053,-0.015323777116018676,2024-01-16 12:10:27.689820,2024-01-16 12:10:27.836998,0 days 00:00:00.147178,2.31785798289866,22,2.231391757347244,24,0,COMPLETE
46,0.6745070975959455,0.12277244171235409,2024-01-16 12:10:27.837993,2024-01-16 12:10:27.994562,0 days 00:00:00.156569,2.4982887755443084,21,2.077809440163845,24,0,COMPLETE
47,0.07381756047152495,-0.01316499407570376,2024-01-16 12:10:27.995561,2024-01-16 12:10:28.142658,0 days 00:00:00.147097,2.338950083738784,21,2.1969022538142204,22,0,COMPLETE
48,0.06556083931609229,-0.02413231207321914,2024-01-16 12:10:28.143699,2024-01-16 12:10:28.317201,0 days 00:00:00.173502,2.0635101730131984,21,2.2073923677200082,21,0,COMPLETE
49,-0.07671608884876557,-0.09193727063287412,2024-01-16 12:10:28.318201,2024-01-16 12:10:28.471175,0 days 00:00:00.152974,2.411640659733771,17,2.259043336031764,26,0,COMPLETE
50,-0.26250194482852146,-0.1889683448578228,2024-01-16 12:10:28.471175,2024-01-16 12:10:28.637049,0 days 00:00:00.165874,2.3147013589623042,18,2.163358865864156,22,1,COMPLETE
51,-0.09186576175386356,-0.10487064376984662,2024-01-16 12:10:28.637049,2024-01-16 12:10:28.786726,0 days 00:00:00.149677,2.3429986989608325,18,2.1020769830587813,26,1,COMPLETE
52,-0.26250194482852146,-0.1889683448578228,2024-01-16 12:10:28.787741,2024-01-16 12:10:28.934352,0 days 00:00:00.146611,2.319305034554426,18,2.270137053667346,24,1,COMPLETE
53,0.02196635545184552,-0.028936377370398957,2024-01-16 12:10:28.934352,2024-01-16 12:10:29.077572,0 days 00:00:00.143220,2.271753865244391,24,2.0407853144311607,25,1,COMPLETE
54,-0.394114603005931,-0.1449643309127012,2024-01-16 12:10:29.077572,2024-01-16 12:10:29.241179,0 days 00:00:00.163607,2.183125292000147,22,2.154038326021592,21,1,COMPLETE
55,-0.30737139532604885,-0.2061680052408539,2024-01-16 12:10:29.242177,2024-01-16 12:10:29.408082,0 days 00:00:00.165905,2.1544471895219033,18,2.191524731977961,24,1,COMPLETE
56,0.22566899031607146,0.029296244372778658,2024-01-16 12:10:29.410075,2024-01-16 12:10:29.564813,0 days 00:00:00.154738,2.403153857569134,24,2.0407853144311607,22,1,COMPLETE
57,0.14659117807004177,0.0037574074761576527,2024-01-16 12:10:29.565811,2024-01-16 12:10:29.732177,0 days 00:00:00.166366,2.1582768535874224,22,2.2602429838639013,24,1,COMPLETE
58,-0.34206425950171765,-0.20000700777459612,2024-01-16 12:10:29.733684,2024-01-16 12:10:29.904052,0 days 00:00:00.170368,2.338950083738784,17,2.0063339217735465,21,1,COMPLETE
59,0.2653225497018844,0.04777550653360038,2024-01-16 12:10:29.905047,2024-01-16 12:10:30.052027,0 days 00:00:00.146980,2.271753865244391,26,2.154038326021592,23,1,COMPLETE
60,-0.01653298620383205,-0.08683466327405853,2024-01-16 12:10:30.052027,2024-01-16 12:10:30.219534,0 days 00:00:00.167507,2.4822475215892714,16,2.1446421864641403,25,1,COMPLETE
61,0.26746564606500167,0.0494234572447769,2024-01-16 12:10:30.220567,2024-01-16 12:10:30.388240,0 days 00:00:00.167673,2.1200892202937727,22,2.231391757347244,24,1,COMPLETE
62,-0.4437177097779985,-0.2648342855959062,2024-01-16 12:10:30.389240,2024-01-16 12:10:30.537842,0 days 00:00:00.148602,2.1544471895219033,16,2.073149790420644,22,1,COMPLETE
63,-0.007477747906221278,-0.05387758722969366,2024-01-16 12:10:30.537842,2024-01-16 12:10:30.694236,0 days 00:00:00.156394,2.0285660749949996,17,2.2728254074173146,21,1,COMPLETE
64,-0.01742664959545386,-0.03707450940595947,2024-01-16 12:10:30.695202,2024-01-16 12:10:30.842565,0 days 00:00:00.147363,2.4276369361105186,25,2.185838799903151,25,1,COMPLETE
65,0.11898452317433117,0.0026324785067698996,2024-01-16 12:10:30.843571,2024-01-16 12:10:31.018186,0 days 00:00:00.174615,2.1235976288804435,25,2.2093291897442344,25,1,COMPLETE
66,-0.11775814460301243,-0.09361766444318703,2024-01-16 12:10:31.020082,2024-01-16 12:10:31.175966,0 days 00:00:00.155884,2.0428652901982867,21,2.096373328347348,26,1,COMPLETE
67,0.8186005913662583,0.17612995390189554,2024-01-16 12:10:31.176967,2024-01-16 12:10:31.333717,0 days 00:00:00.156750,2.338950083738784,24,2.0169428166642756,21,1,COMPLETE
68,-0.4389692179659962,-0.2654459091544922,2024-01-16 12:10:31.335224,2024-01-16 12:10:31.500787,0 days 00:00:00.165563,2.1341366410721276,17,2.039900930574197,20,1,COMPLETE
69,0.8186005913662583,0.17612995390189554,2024-01-16 12:10:31.501817,2024-01-16 12:10:31.651204,0 days 00:00:00.149387,2.271753865244391,24,2.00416785126953,20,1,COMPLETE
70,0.03453131724766203,-0.07265423166104298,2024-01-16 12:10:31.651204,2024-01-16 12:10:31.810621,0 days 00:00:00.159417,2.411640659733771,18,2.2847478040073086,26,1,COMPLETE
71,0.3895623719558762,0.08960901205177223,2024-01-16 12:10:31.810621,2024-01-16 12:10:31.959190,0 days 00:00:00.148569,2.2832127762519066,26,2.2279288413789953,25,1,COMPLETE
72,0.19561870051233865,0.024533882738049753,2024-01-16 12:10:31.960184,2024-01-16 12:10:32.104548,0 days 00:00:00.144364,2.392032811748942,26,2.0791127489225456,21,1,COMPLETE
73,0.11798883794809012,-0.004253481510862969,2024-01-16 12:10:32.104548,2024-01-16 12:10:32.251087,0 days 00:00:00.146539,2.3943270938596735,22,2.2602429838639013,24,1,COMPLETE
74,0.6745070975959455,0.12277244171235409,2024-01-16 12:10:32.252152,2024-01-16 12:10:32.406133,0 days 00:00:00.153981,2.4982887755443084,21,2.077809440163845,24,1,COMPLETE
75,0.07242846366002911,-0.02156429357544937,2024-01-16 12:10:32.407099,2024-01-16 12:10:32.550185,0 days 00:00:00.143086,2.1463797893632,23,2.075487895926852,24,1,COMPLETE
76,-0.07671608884876557,-0.09193727063287412,2024-01-16 12:10:32.551185,2024-01-16 12:10:32.704662,0 days 00:00:00.153477,2.411640659733771,17,2.259043336031764,26,1,COMPLETE
77,0.02209598533283183,-0.04391948928040762,2024-01-16 12:10:32.705662,2024-01-16 12:10:32.854162,0 days 00:00:00.148500,2.1341366410721276,19,2.1214003092861664,25,1,COMPLETE
78,-0.10415057068053353,-0.062060708149898,2024-01-16 12:10:32.854162,2024-01-16 12:10:33.030610,0 days 00:00:00.176448,2.1312918510364374,26,2.2722179567971463,24,1,COMPLETE
79,-0.4343186529889655,-0.16691404352924338,2024-01-16 12:10:33.031608,2024-01-16 12:10:33.198764,0 days 00:00:00.167156,2.31785798289866,22,2.231391757347244,20,1,COMPLETE
80,0.3007802235804581,0.06153218944375524,2024-01-16 12:10:33.199764,2024-01-16 12:10:33.354236,0 days 00:00:00.154472,2.071001626304454,21,2.179512849645756,24,1,COMPLETE
81,-0.3694184588714426,-0.1516489464202651,2024-01-16 12:10:33.355240,2024-01-16 12:10:33.528612,0 days 00:00:00.173372,2.1813006735971103,24,2.2656721928389536,24,1,COMPLETE
82,-0.09917562315082087,-0.08792437147442059,2024-01-16 12:10:33.529624,2024-01-16 12:10:33.669348,0 days 00:00:00.139724,2.1200892202937727,22,2.1954074008632296,25,1,COMPLETE
83,-0.278153166087809,-0.2002599906564123,2024-01-16 12:10:33.670346,2024-01-16 12:10:33.823366,0 days 00:00:00.153020,2.007239881247071,16,2.1168880330704463,22,1,COMPLETE
84,0.4033803788542416,0.10837081928984418,2024-01-16 12:10:33.825363,2024-01-16 12:10:33.952477,0 days 00:00:00.127114,2.309357974833946,20,2.1405215049877064,25,1,COMPLETE
85,0.4908950289348153,0.12252758548089929,2024-01-16 12:10:33.953478,2024-01-16 12:10:34.108920,0 days 00:00:00.155442,2.403153857569134,23,2.154038326021592,25,1,COMPLETE
86,0.3952611235989453,0.09394212164641019,2024-01-16 12:10:34.109918,2024-01-16 12:10:34.266742,0 days 00:00:00.156824,2.271753865244391,24,2.0407853144311607,21,1,COMPLETE
87,-0.1915381445762915,-0.11935223557240676,2024-01-16 12:10:34.267738,2024-01-16 12:10:34.420215,0 days 00:00:00.152477,2.3429986989608325,19,2.215704073030635,21,1,COMPLETE
88,0.4753340615006007,0.11854247942539203,2024-01-16 12:10:34.421214,2024-01-16 12:10:34.567872,0 days 00:00:00.146658,2.264163554630781,22,2.1030362561736173,26,1,COMPLETE
89,-0.09917562315082087,-0.08792437147442059,2024-01-16 12:10:34.567872,2024-01-16 12:10:34.712290,0 days 00:00:00.144418,2.1544471895219033,22,2.2602429838639013,26,1,COMPLETE
90,0.3007802235804581,0.06153218944375524,2024-01-16 12:10:34.713287,2024-01-16 12:10:34.877252,0 days 00:00:00.163965,2.0635101730131984,21,2.110354336514723,22,1,COMPLETE
91,0.00564272673821432,-0.048406363306067984,2024-01-16 12:10:34.878286,2024-01-16 12:10:35.020006,0 days 00:00:00.141720,2.0780158580432553,21,2.077809440163845,25,1,COMPLETE
92,-0.2005180034182512,-0.13134510559272555,2024-01-16 12:10:35.021034,2024-01-16 12:10:35.178875,0 days 00:00:00.157841,2.0428652901982867,23,2.096373328347348,26,1,COMPLETE
93,0.24165200649241445,0.03835176334531752,2024-01-16 12:10:35.179875,2024-01-16 12:10:35.361656,0 days 00:00:00.181781,2.1544471895219033,23,2.213922911408741,22,1,COMPLETE
94,0.8424098651638644,0.14776172626539236,2024-01-16 12:10:35.362653,2024-01-16 12:10:35.519974,0 days 00:00:00.157321,2.4982887755443084,21,2.192608417925628,24,1,COMPLETE
95,0.3952611235989453,0.09394212164641019,2024-01-16 12:10:35.519974,2024-01-16 12:10:35.664824,0 days 00:00:00.144850,2.271753865244391,24,2.0407853144311607,22,1,COMPLETE
96,-0.037640691772272215,-0.03861967937021887,2024-01-16 12:10:35.665824,2024-01-16 12:10:35.840119,0 days 00:00:00.174295,2.046111601583608,24,2.2682610295389463,25,1,COMPLETE
97,0.14659117807004177,0.0037574074761576527,2024-01-16 12:10:35.841620,2024-01-16 12:10:36.009388,0 days 00:00:00.167768,2.109956760255942,22,2.195002497152966,24,1,COMPLETE
98,0.14659117807004177,0.0037574074761576527,2024-01-16 12:10:36.010385,2024-01-16 12:10:36.159661,0 days 00:00:00.149276,2.0721930904960244,21,2.077809440163845,24,1,COMPLETE
99,0.07242846366002911,-0.02156429357544937,2024-01-16 12:10:36.160623,2024-01-16 12:10:36.310998,0 days 00:00:00.150375,2.1463797893632,23,2.075487895926852,24,1,COMPLETE
100,0.18130603685109845,0.02062509426804482,2024-01-16 12:10:36.311995,2024-01-16 12:10:36.499217,0 days 00:00:00.187222,2.4982887755443084,26,2.077809440163845,24,2,COMPLETE
101,0.7197872311634508,0.14970024412560662,2024-01-16 12:10:36.500212,2024-01-16 12:10:36.659393,0 days 00:00:00.159181,2.3776099501671766,21,2.027251485539979,25,2,COMPLETE
102,0.5792987211691382,0.19661616122986147,2024-01-16 12:10:36.660388,2024-01-16 12:10:36.791874,0 days 00:00:00.131486,2.4209322667088684,19,2.1868733809551975,26,2,COMPLETE
103,0.24165200649241445,0.03835176334531752,2024-01-16 12:10:36.792887,2024-01-16 12:10:36.966927,0 days 00:00:00.174040,2.1544471895219033,23,2.213922911408741,22,2,COMPLETE
104,-0.34706031290557476,-0.15031875809945844,2024-01-16 12:10:36.968923,2024-01-16 12:10:37.113629,0 days 00:00:00.144706,2.271753865244391,24,2.2722179567971463,21,2,COMPLETE
105,0.15084566548016634,0.0010455331483053953,2024-01-16 12:10:37.114626,2024-01-16 12:10:37.254669,0 days 00:00:00.140043,2.392032811748942,20,2.113561070412726,24,2,COMPLETE
106,0.3952611235989453,0.09394212164641019,2024-01-16 12:10:37.255669,2024-01-16 12:10:37.400119,0 days 00:00:00.144450,2.2126547452091536,24,2.0407853144311607,23,2,COMPLETE
107,0.25775294724762793,0.04475463630339945,2024-01-16 12:10:37.401115,2024-01-16 12:10:37.552098,0 days 00:00:00.150983,2.271753865244391,21,2.0407853144311607,25,2,COMPLETE
108,-0.2863215502990659,-0.12859137872223045,2024-01-16 12:10:37.553095,2024-01-16 12:10:37.705680,0 days 00:00:00.152585,2.1463797893632,24,2.166570502115368,24,2,COMPLETE
109,0.24165200649241445,0.03835176334531752,2024-01-16 12:10:37.707640,2024-01-16 12:10:37.912213,0 days 00:00:00.204573,2.1544471895219033,23,2.213922911408741,22,2,COMPLETE
110,0.6363572615923292,0.19645058058644893,2024-01-16 12:10:37.913206,2024-01-16 12:10:38.075505,0 days 00:00:00.162299,2.411640659733771,21,2.077809440163845,26,2,COMPLETE
111,-0.10415057068053353,-0.062060708149898,2024-01-16 12:10:38.076502,2024-01-16 12:10:38.261641,0 days 00:00:00.185139,2.1235976288804435,26,2.281460569341905,25,2,COMPLETE
112,0.6745070975959455,0.12277244171235409,2024-01-16 12:10:38.262640,2024-01-16 12:10:38.428027,0 days 00:00:00.165387,2.4724162197443427,21,2.0471572534605604,24,2,COMPLETE
113,0.18563104313268664,0.022190081623347454,2024-01-16 12:10:38.429029,2024-01-16 12:10:38.612261,0 days 00:00:00.183232,2.109956760255942,26,2.195002497152966,26,2,COMPLETE
114,0.3952611235989453,0.09394212164641019,2024-01-16 12:10:38.613261,2024-01-16 12:10:38.769091,0 days 00:00:00.155830,2.271753865244391,24,2.0407853144311607,22,2,COMPLETE
115,0.1408133691488356,0.008543767690083115,2024-01-16 12:10:38.770088,2024-01-16 12:10:38.945275,0 days 00:00:00.175187,2.0483144062191605,22,2.195002497152966,20,2,COMPLETE
116,0.14627234206842024,0.010957223583530719,2024-01-16 12:10:38.946311,2024-01-16 12:10:39.099671,0 days 00:00:00.153360,2.497428240364136,25,2.2737038274760746,24,2,COMPLETE
117,0.3895623719558762,0.08960901205177223,2024-01-16 12:10:39.100669,2024-01-16 12:10:39.254738,0 days 00:00:00.154069,2.264163554630781,26,2.2156169791450893,26,2,COMPLETE
118,-0.21669867348185512,-0.13868497886642658,2024-01-16 12:10:39.255704,2024-01-16 12:10:39.387349,0 days 00:00:00.131645,2.1744563169092768,21,2.077809440163845,24,2,COMPLETE
119,0.2656409317516865,0.04788381493824503,2024-01-16 12:10:39.389312,2024-01-16 12:10:39.533932,0 days 00:00:00.144620,2.206360288749454,26,2.077809440163845,25,2,COMPLETE
120,0.8424098651638644,0.14776172626539236,2024-01-16 12:10:39.534931,2024-01-16 12:10:39.688937,0 days 00:00:00.154006,2.4982887755443084,21,2.192608417925628,24,2,COMPLETE
121,0.4753340615006007,0.11854247942539203,2024-01-16 12:10:39.690932,2024-01-16 12:10:39.841312,0 days 00:00:00.150380,2.264163554630781,22,2.1030362561736173,25,2,COMPLETE
122,0.11279669049299167,-0.0015994637303809612,2024-01-16 12:10:39.842307,2024-01-16 12:10:39.997361,0 days 00:00:00.155054,2.1463797893632,26,2.0169428166642756,21,2,COMPLETE
123,0.26746564606500167,0.0494234572447769,2024-01-16 12:10:39.998358,2024-01-16 12:10:40.167918,0 days 00:00:00.169560,2.1200892202937727,22,2.231391757347244,24,2,COMPLETE
124,-0.44680627105593634,-0.1700263417542891,2024-01-16 12:10:40.168916,2024-01-16 12:10:40.341846,0 days 00:00:00.172930,2.271753865244391,24,2.2602429838639013,22,2,COMPLETE
125,0.09457589505286042,-0.016304607241978745,2024-01-16 12:10:40.343923,2024-01-16 12:10:40.494668,0 days 00:00:00.150745,2.1200892202937727,19,2.170926951694614,25,2,COMPLETE
126,-0.035649741416302824,-0.03652963373782512,2024-01-16 12:10:40.495668,2024-01-16 12:10:40.687792,0 days 00:00:00.192124,2.1235976288804435,26,2.2093291897442344,23,2,COMPLETE
127,-0.48018999282631636,-0.1791572871193094,2024-01-16 12:10:40.688784,2024-01-16 12:10:40.860278,0 days 00:00:00.171494,2.2670675167548646,21,2.077809440163845,21,2,COMPLETE
128,-0.2478474050447386,-0.15600209154705624,2024-01-16 12:10:40.861274,2024-01-16 12:10:41.038035,0 days 00:00:00.176761,2.403153857569134,16,2.154038326021592,23,2,COMPLETE
129,0.6424303794226913,0.18604043800005257,2024-01-16 12:10:41.040001,2024-01-16 12:10:41.212406,0 days 00:00:00.172405,2.3776099501671766,19,2.003644160726899,26,2,COMPLETE
130,0.007112228758270653,-0.049624929912976797,2024-01-16 12:10:41.213433,2024-01-16 12:10:41.364921,0 days 00:00:00.151488,2.359970955841558,21,2.272964965054337,24,2,COMPLETE
131,0.04137500579559015,-0.020516266842834766,2024-01-16 12:10:41.365919,2024-01-16 12:10:41.519432,0 days 00:00:00.153513,2.4982887755443084,26,2.2279288413789953,24,2,COMPLETE
132,0.3952611235989453,0.09394212164641019,2024-01-16 12:10:41.520463,2024-01-16 12:10:41.681771,0 days 00:00:00.161308,2.271753865244391,24,2.0169428166642756,21,2,COMPLETE
133,0.3007802235804581,0.06153218944375524,2024-01-16 12:10:41.683733,2024-01-16 12:10:41.879641,0 days 00:00:00.195908,2.0635101730131984,21,2.110354336514723,22,2,COMPLETE
134,-0.22575286236703748,-0.11626059569073036,2024-01-16 12:10:41.880637,2024-01-16 12:10:42.048216,0 days 00:00:00.167579,2.264163554630781,22,2.1030362561736173,20,2,COMPLETE
135,0.20790077069575674,0.026103504733507775,2024-01-16 12:10:42.049758,2024-01-16 12:10:42.206363,0 days 00:00:00.156605,2.338950083738784,25,2.0169428166642756,20,2,COMPLETE
136,0.3952611235989453,0.09394212164641019,2024-01-16 12:10:42.207359,2024-01-16 12:10:42.352323,0 days 00:00:00.144964,2.271753865244391,24,2.0407853144311607,21,2,COMPLETE
137,-0.29793562706592347,-0.12517312155345095,2024-01-16 12:10:42.353324,2024-01-16 12:10:42.532432,0 days 00:00:00.179108,2.162519491687797,24,2.2737038274760746,26,2,COMPLETE
138,0.26418888138447255,0.04697596866390143,2024-01-16 12:10:42.533439,2024-01-16 12:10:42.684974,0 days 00:00:00.151535,2.309357974833946,24,2.1405215049877064,25,2,COMPLETE
139,-0.3338927006522039,-0.1505913247119905,2024-01-16 12:10:42.685972,2024-01-16 12:10:42.831575,0 days 00:00:00.145603,2.1463797893632,23,2.075487895926852,21,2,COMPLETE
140,0.2276416129979259,0.034236937878825556,2024-01-16 12:10:42.832570,2024-01-16 12:10:42.993621,0 days 00:00:00.161051,2.0635101730131984,20,2.1405215049877064,25,2,COMPLETE
141,0.0033354854312067847,-0.04923227960728824,2024-01-16 12:10:42.995616,2024-01-16 12:10:43.157717,0 days 00:00:00.162101,2.2787021129345155,24,2.110354336514723,22,2,COMPLETE
142,0.2121526854587284,0.027591456762497444,2024-01-16 12:10:43.158714,2024-01-16 12:10:43.315198,0 days 00:00:00.156484,2.0635101730131984,21,2.0407853144311607,22,2,COMPLETE
