,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
32,2020-02-26,5086000,1442235000,282.0,285.5,281.0,284.0,-2.5,3612
33,2020-02-27,6090000,1693268000,284.5,286.0,273.5,273.5,-10.5,4730
34,2020-03-02,6384000,1731842000,265.0,279.0,263.5,272.5,-1.0,5054
35,2020-03-03,4631000,1292618000,283.0,283.0,276.5,277.5,5.0,3516
36,2020-03-04,5439000,1519315000,277.0,282.5,275.5,279.5,2.0,3938
37,2020-03-05,8464000,2431373000,285.0,290.0,284.5,290.0,10.5,6416
38,2020-03-06,5488000,1577675000,287.5,289.5,285.5,288.5,-1.5,3848
39,2020-03-09,9331000,2600485000,281.5,283.5,274.5,274.5,-14.0,6581
40,2020-03-10,7408000,2004130000,269.5,275.5,266.0,273.5,-1.0,5526
41,2020-03-11,5611000,1519411000,277.5,277.5,264.0,264.0,-9.5,4363
42,2020-03-12,13903000,3381251000,259.0,259.0,238.0,238.0,-26.0,9575
43,2020-03-13,15149000,3466530000,214.5,252.0,214.5,249.5,11.5,10006
44,2020-03-16,13963000,3447359000,248.0,255.0,235.5,236.0,-13.5,10241
45,2020-03-17,13701000,3167187000,229.0,242.5,219.0,219.0,-17.0,9988
46,2020-03-18,11967000,2652107000,228.0,228.0,217.0,217.0,-2.0,9194
47,2020-03-19,15923000,3222782000,216.0,216.5,195.5,195.5,-21.5,11422
48,2020-03-20,11688000,2488349000,208.0,215.0,204.0,215.0,19.5,6328
49,2020-03-23,9887000,2130172000,211.5,223.0,203.0,222.5,7.5,7784
50,2020-03-24,8306000,1984002000,232.0,244.0,231.0,242.5,20.0,6714
51,2020-03-25,13684000,3504989000,255.0,260.5,253.0,256.5,14.0,9638
52,2020-03-26,8332000,2107645000,256.5,257.5,247.0,256.0,-0.5,6648
53,2020-03-27,10586000,2741215000,265.0,266.0,253.5,254.5,-1.5,8736
54,2020-03-30,8023000,2047654000,250.0,261.5,245.5,260.5,6.0,5816
55,2020-03-31,8072000,2123330000,263.5,267.0,259.5,263.5,3.0,5543
56,2020-04-01,8825000,2318968000,266.5,268.5,256.5,262.0,-1.5,6547
57,2020-04-06,9905000,2681340000,269.5,278.0,264.5,278.0,16.0,7276
58,2020-04-07,7960000,2251676000,286.5,289.0,278.0,278.0,0.0,5878
59,2020-04-08,5026000,1393200000,278.0,282.5,274.5,275.0,-3.0,3741
60,2020-04-09,5041000,1374154000,276.5,279.5,267.5,269.0,-6.0,3982
61,2020-04-10,4702000,1267744000,269.0,273.5,267.0,268.5,-0.5,3666
62,2020-04-13,3586000,949382000,265.5,268.5,262.0,263.0,-5.5,2944
63,2020-04-14,5575000,1507935000,266.0,274.0,266.0,273.0,10.0,4266
64,2020-04-15,6434000,1761815000,274.0,278.0,270.5,272.0,-1.0,4764
65,2020-04-16,5566000,1498655000,268.0,274.5,266.0,270.0,-2.0,4282
66,2020-04-17,12389000,3433788000,276.0,284.5,269.0,274.0,4.0,9306
67,2020-04-20,5627000,1529834000,272.0,276.0,268.5,274.0,0.0,4105
68,2020-04-21,6449000,1731591000,272.0,276.5,264.0,265.5,-8.5,4992
69,2020-04-22,11925000,3080633000,262.0,264.0,254.0,259.0,-6.5,9357
70,2020-04-23,6852000,1778062000,261.5,264.0,255.5,260.0,1.0,5208
71,2020-04-24,9135000,2316378000,257.0,260.0,251.0,251.0,-9.0,7031
72,2020-04-27,10140000,2543381000,251.0,254.5,247.0,251.5,0.5,7893
73,2020-04-28,11990000,2941399000,250.0,250.5,242.0,247.0,-4.5,9169
74,2020-04-29,15338000,3962752000,251.0,264.5,250.0,261.5,14.5,12234
75,2020-04-30,14394000,3866268000,270.0,272.0,265.0,269.0,7.5,10434
76,2020-05-04,6291000,1655471000,262.0,265.0,261.0,264.0,-5.0,4999
77,2020-05-05,7385000,1957660000,265.5,271.0,261.0,262.5,-1.5,5477
78,2020-05-06,6688000,1762936000,263.0,268.0,261.5,262.5,0.0,5091
79,2020-05-07,10180000,2737333000,264.5,272.5,264.0,272.5,10.0,7740
80,2020-05-08,15482000,4329632000,275.5,285.0,273.5,281.5,9.0,11645
81,2020-05-11,16228000,4639175000,287.5,294.5,280.0,282.5,1.0,12301
82,2020-05-12,9320000,2580643000,283.0,284.0,272.0,274.5,-8.0,7113
83,2020-05-13,9247000,2507382000,271.0,276.0,269.0,272.5,-2.0,6690
84,2020-05-14,5748000,1545566000,270.0,271.5,267.0,267.0,-5.5,4384
85,2020-05-15,6413000,1728967000,270.5,273.0,267.5,268.5,1.5,4728
86,2020-05-18,18339000,4623309000,257.5,260.0,248.0,248.0,-20.5,14119
87,2020-05-19,10368000,2590735000,253.0,253.5,246.0,252.0,4.0,8477
88,2020-05-20,10579000,2602149000,250.0,250.5,243.5,246.0,-6.0,8335
89,2020-05-21,8858000,2216494000,249.5,252.5,248.5,251.0,5.0,6188
90,2020-05-22,13376000,3216732000,249.0,250.0,234.0,239.5,-11.5,9760
91,2020-05-25,8445000,2068559000,239.5,251.0,236.0,250.0,10.5,6575
92,2020-05-26,7174000,1775673000,250.0,252.5,243.5,244.0,-6.0,5468
93,2020-05-27,7709000,1913804000,248.0,251.0,246.0,247.0,3.0,5477
94,2020-05-28,4887000,1207823000,249.0,250.0,245.0,247.0,0.0,3492
95,2020-05-29,12820000,3251206000,246.0,257.0,245.5,257.0,10.0,8846
96,2020-06-01,9355000,2455043000,259.5,265.0,258.0,264.0,7.0,7297
97,2020-06-02,12920000,3501764000,265.5,274.5,265.0,272.5,8.5,10055
98,2020-06-03,9520000,2639420000,279.5,281.0,273.5,277.0,4.5,7188
99,2020-06-04,6820000,1889336000,279.5,280.0,274.0,278.0,1.0,4977
100,2020-06-05,5822000,1619770000,277.0,280.5,275.5,278.0,0.0,4217
101,2020-06-08,14623000,4165637000,285.0,290.0,278.5,282.0,4.0,10194
102,2020-06-09,4602000,1301698000,284.0,286.0,280.0,282.0,0.0,3616
103,2020-06-10,17148000,4984200000,284.0,295.0,283.0,294.5,12.5,12020
104,2020-06-11,11691000,3402341000,293.5,296.5,286.5,288.5,-6.0,8777
105,2020-06-12,10033000,2889271000,282.0,291.5,280.0,289.0,0.5,7186
106,2020-06-15,11640000,3384745000,294.0,297.0,283.0,283.0,-6.0,8491
107,2020-06-16,11922000,3501704000,289.0,297.0,288.5,296.5,13.5,8743
108,2020-06-17,7191000,2110044000,296.5,298.0,290.5,293.5,-3.0,5698
109,2020-06-18,9354000,2746428000,295.5,298.0,290.5,291.5,-2.0,5680
110,2020-06-19,12789000,3807254000,293.5,301.5,292.0,297.0,5.5,7741
111,2020-06-22,10210000,3109843000,298.0,309.5,297.0,305.0,8.0,7473
112,2020-06-23,7417000,2233690000,306.5,308.0,297.0,299.0,-6.0,5673
113,2020-06-24,5044000,1505067000,302.0,304.0,295.0,295.0,-4.0,3751
114,2020-06-29,6319000,1854233000,294.0,298.0,289.5,291.0,-4.0,4056
115,2020-06-30,6112000,1822438000,296.5,301.5,296.0,299.0,8.0,4256
116,2020-07-01,6153000,1808385000,295.5,296.5,291.0,292.5,0.5,4326
117,2020-07-02,3459000,1012698000,295.0,295.0,291.5,292.0,-0.5,2430
118,2020-07-03,5474000,1608395000,294.5,296.5,290.5,293.0,1.0,3627
119,2020-07-06,9923000,3000392000,295.0,307.0,294.0,306.0,13.0,7134
120,2020-07-07,14691000,4552057000,312.0,315.5,302.5,306.0,0.0,10002
121,2020-07-08,15492000,4926629000,306.0,327.0,306.0,326.0,20.0,11007
122,2020-07-09,12260000,4041608000,331.0,334.5,326.0,326.0,0.0,8705
123,2020-07-10,9869000,3118121000,326.0,327.0,311.0,311.5,-14.5,7285
124,2020-07-13,5121000,1627009000,319.0,321.0,314.0,319.0,7.5,4073
125,2020-07-14,6323000,2020061000,320.0,322.0,313.0,321.5,2.5,4198
126,2020-07-15,7994000,2539983000,325.5,327.5,310.5,311.5,-10.0,6235
127,2020-07-16,6200000,1965958000,319.0,321.0,313.0,315.0,3.5,4657
128,2020-07-17,16773000,5509512000,320.5,334.0,320.0,331.0,16.0,12438
129,2020-07-20,13185000,4263873000,334.5,337.5,316.5,317.5,-13.5,9962
130,2020-07-21,8974000,2931056000,320.5,332.0,320.0,330.5,13.0,6761
131,2020-07-22,4261000,1391103000,329.5,329.5,324.0,327.0,-3.5,3453
132,2020-07-23,4931000,1589466000,328.0,328.0,319.5,326.0,-1.0,3826
133,2020-07-24,7475000,2429587000,326.0,331.0,320.0,321.0,-5.0,5686
134,2020-07-27,9185000,3056214000,326.0,339.0,326.0,339.0,18.0,7152
135,2020-07-28,14513000,4967468000,345.0,359.0,326.0,334.0,-5.0,10888
136,2020-07-29,16404000,5281224000,326.5,333.0,313.0,318.5,-15.5,11809
137,2020-07-30,7277000,2341593000,324.5,326.0,319.0,322.0,3.5,5421
138,2020-07-31,7248000,2297090000,323.0,323.0,313.5,317.0,-5.0,5354
139,2020-08-03,15092000,4593818000,317.5,319.0,299.0,299.0,-18.0,11375
140,2020-08-04,7755000,2356781000,301.0,308.0,301.0,302.0,3.0,5623
141,2020-08-05,3894000,1183935000,305.0,307.0,302.0,304.5,2.5,3299
142,2020-08-06,5452000,1658829000,308.0,309.0,301.0,302.5,-2.0,4504
143,2020-08-07,5231000,1587930000,304.0,306.5,301.0,303.5,1.0,3807
144,2020-08-10,4671000,1388557000,303.5,303.5,293.5,298.0,-5.5,3779
145,2020-08-11,4092000,1214184000,297.0,302.5,294.0,294.0,-4.0,3372
146,2020-08-12,6907000,2052359000,294.0,303.5,286.5,303.0,9.0,5165
147,2020-08-13,5110000,1535809000,305.5,305.5,297.5,299.5,-3.5,3847
148,2020-08-14,2721000,819523000,297.5,304.0,297.0,303.0,3.5,2137
149,2020-08-17,2323000,700738000,303.5,305.0,298.5,300.5,-2.5,1902
150,2020-08-18,12693000,3639409000,295.0,297.5,279.0,284.5,-16.0,9129
151,2020-08-19,6644000,1896956000,288.5,292.0,281.0,281.5,-3.0,4929
152,2020-08-20,16914000,4444763000,276.5,277.5,255.0,260.0,-21.5,11914
153,2020-08-21,6558000,1738870000,266.0,270.0,260.5,266.0,6.0,5260
154,2020-08-24,6222000,1685174000,267.0,276.0,266.0,275.0,9.0,4633
155,2020-08-25,6705000,1845603000,277.5,280.0,272.0,280.0,5.0,4607
156,2020-08-26,11486000,3298427000,284.5,292.0,280.5,290.5,10.5,8796
157,2020-08-27,9905000,2911287000,291.0,297.0,291.0,296.0,5.5,7299
158,2020-08-28,5624000,1637850000,292.5,295.0,289.0,291.0,-5.0,3790
159,2020-08-31,4491000,1308300000,294.0,297.0,285.5,286.0,-5.0,3129
160,2020-09-01,3642000,1051138000,288.5,293.0,285.0,288.5,2.5,2942
161,2020-09-02,2766000,802308000,291.5,293.5,287.0,291.0,2.5,2179
162,2020-09-03,4985000,1448304000,294.5,295.5,286.0,287.5,-3.5,3656
163,2020-09-04,5982000,1723292000,280.0,293.5,278.0,292.0,4.5,4321
164,2020-09-07,4277000,1232797000,293.5,294.5,284.0,285.5,-6.5,3380
165,2020-09-08,1797000,515319000,287.0,289.5,285.5,287.0,1.5,1373
166,2020-09-09,2614000,747097000,283.5,289.0,281.0,287.5,0.5,2063
167,2020-09-10,6620000,1934595000,290.5,295.5,289.0,289.5,2.0,4487
168,2020-09-11,5283000,1547470000,290.0,295.0,288.0,295.0,5.5,4073
169,2020-09-14,5095000,1520456000,296.5,301.0,296.0,297.0,2.0,4217
170,2020-09-15,4260000,1280248000,299.5,302.5,298.0,298.5,1.5,3386
171,2020-09-16,4608000,1396647000,303.5,305.0,301.0,303.0,4.5,3343
172,2020-09-17,4109000,1240621000,304.5,305.5,298.5,299.5,-3.5,2929
173,2020-09-18,2449000,738305000,299.5,303.0,298.0,302.5,3.0,1885
174,2020-09-21,3257000,986750000,303.5,306.0,297.5,299.0,-3.5,2409
175,2020-09-22,4093000,1209675000,299.5,301.0,292.0,292.5,-6.5,3013
176,2020-09-23,2450000,721844000,295.5,298.0,292.0,297.5,5.0,1893
177,2020-09-24,3840000,1109051000,293.0,293.5,286.5,287.0,-10.5,3267
178,2020-09-25,3791000,1068717000,289.0,290.5,275.5,278.0,-9.0,3013
179,2020-09-28,1851000,525035000,281.0,287.0,279.0,284.0,6.0,1488
180,2020-09-29,2340000,672711000,286.5,290.5,283.0,288.5,4.5,1748
181,2020-09-30,1680000,482821000,288.5,291.0,286.0,286.5,-2.0,1215
182,2020-10-05,1461000,421986000,289.5,291.0,287.0,288.5,2.0,1163
183,2020-10-06,2458000,717609000,293.0,294.5,288.5,288.5,0.0,1984
184,2020-10-07,2672000,767213000,288.5,290.5,285.0,285.0,-3.5,2040
185,2020-10-08,2521000,729037000,290.0,291.5,286.0,289.5,4.5,2018
186,2020-10-12,16092000,4913517000,292.5,312.5,292.5,310.0,20.5,11320
187,2020-10-13,13297000,4177142000,311.0,318.0,307.5,317.5,7.5,10111
188,2020-10-14,9779000,3113322000,318.5,323.0,314.0,314.5,-3.0,6874
189,2020-10-15,4258000,1334932000,315.0,318.0,309.0,313.5,-1.0,3484
190,2020-10-16,4198000,1308403000,315.5,317.0,306.0,309.0,-4.5,3195
191,2020-10-19,2805000,868207000,313.0,313.5,307.0,310.0,1.0,2188
192,2020-10-20,8160000,2579450000,312.5,320.0,311.0,315.5,5.5,6035
193,2020-10-21,4680000,1484111000,317.0,319.0,314.5,314.5,-1.0,3242
194,2020-10-22,4004000,1244264000,314.0,316.0,308.5,310.0,-4.5,3108
195,2020-10-23,3668000,1143397000,312.0,315.0,308.0,312.0,2.0,2657
196,2020-10-26,2294000,718671000,314.5,317.0,310.0,310.5,-1.5,1948
197,2020-10-27,3175000,993280000,309.5,315.0,308.0,314.5,4.0,2287
198,2020-10-28,7440000,2364482000,316.5,322.5,311.5,319.5,5.0,5112
199,2020-10-29,8750000,2708980000,308.0,313.5,305.5,309.5,-10.0,6443
200,2020-10-30,3766000,1167278000,309.5,313.0,307.0,311.0,1.5,2794
201,2020-11-02,4377000,1332890000,312.5,313.0,300.5,302.5,-8.5,3473
202,2020-11-03,2458000,750106000,305.5,308.0,303.0,306.0,3.5,2015
203,2020-11-04,3025000,927538000,310.0,310.0,303.0,310.0,4.0,2370
204,2020-11-05,4657000,1459633000,310.0,316.0,309.0,316.0,6.0,3376
205,2020-11-06,3374000,1070417000,319.0,320.0,313.5,314.0,-2.0,2845
206,2020-11-09,5403000,1736403000,319.0,324.0,318.0,321.0,7.0,4088
207,2020-11-10,2822000,895085000,323.0,323.0,313.5,315.0,-6.0,2299
208,2020-11-11,4306000,1372010000,318.5,321.0,315.0,318.5,3.5,3175
209,2020-11-12,2228000,703977000,320.5,321.0,314.0,314.0,-4.5,1752
210,2020-11-13,2558000,808125000,315.0,318.5,313.0,318.5,4.5,1879
211,2020-11-16,13274000,4394644000,322.5,335.0,321.5,332.0,13.5,10129
212,2020-11-17,9854000,3299486000,334.0,341.0,325.0,327.0,-5.0,7784
213,2020-11-18,6149000,2039663000,327.0,336.0,325.5,334.5,7.5,4541
214,2020-11-19,5720000,1922810000,334.5,341.0,331.5,336.0,1.5,4563
215,2020-11-20,3228000,1086548000,337.5,338.0,333.0,338.0,2.0,2645
216,2020-11-23,8884000,3035128000,345.5,353.0,333.0,334.5,-3.5,6636
217,2020-11-24,5728000,1917928000,335.5,339.0,329.0,337.0,2.5,3974
218,2020-11-25,4330000,1437506000,338.0,339.5,329.0,329.0,-8.0,3493
219,2020-11-26,2747000,915131000,333.0,335.5,331.0,331.5,2.5,2065
220,2020-11-27,1983000,657806000,331.5,333.5,329.5,333.0,1.5,1658
221,2020-11-30,4472000,1501358000,336.0,338.5,332.0,335.0,2.0,2472
222,2020-12-01,2045000,684021000,336.0,337.0,331.0,336.5,1.5,1687
223,2020-12-02,11064000,3845048000,338.0,351.5,336.5,347.0,10.5,8372
224,2020-12-03,5556000,1931972000,349.5,351.5,343.0,350.0,3.0,4107
225,2020-12-04,3650000,1275488000,352.5,352.5,347.0,347.5,-2.5,2730
226,2020-12-07,5061000,1722712000,350.0,350.0,336.0,340.0,-7.5,4219
227,2020-12-08,3446000,1180876000,337.5,346.5,337.0,345.0,5.0,2656
228,2020-12-09,6718000,2376256000,348.0,359.5,346.0,358.0,13.0,5260
229,2020-12-10,3948000,1382025000,353.0,353.0,346.5,350.0,-8.0,3246
230,2020-12-11,7504000,2554687000,350.0,350.5,333.5,339.0,-11.0,5422
231,2020-12-14,8484000,2931213000,346.5,354.0,337.5,337.5,-1.5,6510
232,2020-12-15,3809000,1282268000,336.0,341.0,332.0,340.5,3.0,3250
233,2020-12-16,4035000,1393161000,346.5,349.0,342.0,346.0,5.5,3032
234,2020-12-17,1696000,582579000,345.5,347.5,341.0,341.5,-4.5,1416
235,2020-12-18,2556000,875808000,343.0,345.0,340.5,343.0,1.5,1218
236,2020-12-21,2683000,924292000,345.0,348.0,337.5,348.0,5.0,2279
237,2020-12-22,2369000,821979000,347.5,351.0,342.0,342.5,-5.5,2024
238,2020-12-23,1911000,661312000,343.5,349.5,341.0,348.5,6.0,1691
239,2020-12-24,1345000,469669000,350.0,352.0,347.0,347.0,-1.5,1301
240,2020-12-25,1633000,563593000,351.0,351.0,342.5,344.0,-3.0,1655
241,2020-12-28,2618000,906826000,346.5,351.0,343.0,344.5,0.5,2348
242,2020-12-29,1814000,629807000,348.5,350.0,345.5,345.5,1.0,1510
243,2020-12-30,2438000,837750000,348.0,349.0,342.0,344.0,-1.5,2282
244,2020-12-31,4843000,1692166000,348.0,354.0,345.0,346.0,2.0,4094
245,2021-01-04,14577000,5319942000,349.5,375.5,349.5,364.5,18.5,11361
246,2021-01-05,5507000,2029058000,367.5,373.5,363.5,369.0,4.5,4791
247,2021-01-06,10761000,4043044000,375.0,384.0,368.0,371.0,2.0,8580
248,2021-01-07,13345000,4732834000,353.0,360.0,350.0,355.0,-16.0,11174
249,2021-01-08,8474000,3020529000,355.0,365.0,348.5,363.0,8.0,7525
250,2021-01-11,18473000,7149436000,364.0,399.0,360.0,394.0,31.0,14048
251,2021-01-12,7919000,3083717000,396.5,397.0,385.0,385.0,-9.0,7802
252,2021-01-13,19457000,8038457000,394.0,423.5,394.0,423.5,38.5,13744
253,2021-01-14,19735000,8587595000,424.5,459.0,415.0,424.0,0.5,17733
254,2021-01-15,10076000,4281487000,434.0,439.0,417.0,419.5,-4.5,9191
255,2021-01-18,6585000,2781704000,417.0,428.0,415.5,424.5,5.0,5699
256,2021-01-19,6725000,2920262000,430.0,445.0,426.5,445.0,20.5,6085
257,2021-01-20,15866000,7192668000,452.0,467.5,440.0,446.0,1.0,13863
258,2021-01-21,9103000,4166322000,457.0,463.5,452.0,458.0,12.0,8588
259,2021-01-22,7628000,3505752000,456.0,466.5,452.0,457.5,-0.5,7263
260,2021-01-25,5414000,2478239000,460.0,465.0,451.0,451.0,-6.5,5480
261,2021-01-26,9227000,4083454000,454.0,462.0,427.0,435.0,-16.0,9186
262,2021-01-27,6012000,2611802000,436.0,444.0,425.0,435.0,0.0,5628
263,2021-01-28,5320000,2243190000,424.0,425.0,418.0,418.0,-17.0,5531
264,2021-01-29,4952000,2091005000,428.0,429.0,414.0,414.0,-4.0,4384
265,2021-02-01,4460000,1862023000,418.0,423.0,412.0,420.5,6.5,4160
266,2021-02-02,5998000,2606821000,426.0,442.5,426.0,434.5,14.0,5620
267,2021-02-03,6893000,2978769000,439.0,440.5,422.5,425.5,-9.0,6157
268,2021-02-04,26811000,10415753000,385.5,396.5,383.0,388.0,-37.5,25964
269,2021-02-05,16877000,6338179000,388.0,389.0,370.0,370.5,-17.5,18662
270,2021-02-17,12256000,4663325000,380.5,388.0,375.0,379.5,9.0,11375
271,2021-02-18,5779000,2199011000,383.0,383.0,378.0,381.0,1.5,5228
272,2021-02-19,11386000,4456417000,381.0,399.5,380.0,398.0,17.0,11120
273,2021-02-22,10522000,4335344000,400.0,419.0,400.0,413.5,15.5,10365
274,2021-02-23,7109000,2902838000,415.0,417.5,404.0,406.5,-7.0,7900
275,2021-02-24,6914000,2789609000,401.0,411.5,399.5,400.5,-6.0,7037
276,2021-02-25,6132000,2444412000,407.0,410.0,392.0,393.0,-7.5,7422
277,2021-02-26,7173000,2737509000,383.0,386.0,378.5,380.5,-12.5,8562
278,2021-03-02,7778000,2934649000,384.0,387.5,371.5,371.5,-9.0,9106
279,2021-03-03,5428000,2025945000,371.5,380.5,365.5,380.5,9.0,5585
280,2021-03-04,6392000,2363418000,375.0,376.0,364.0,369.0,-11.5,9752
281,2021-03-05,4955000,1820399000,360.5,374.5,358.0,371.0,2.0,5001
282,2021-03-08,6657000,2532141000,375.0,384.5,374.0,380.0,9.0,5697
283,2021-03-09,6025000,2256376000,378.0,382.0,368.0,375.5,-4.5,5523
284,2021-03-10,3131000,1193365000,381.0,384.5,378.0,381.0,5.5,3020
285,2021-03-11,2915000,1124920000,385.0,388.0,384.0,386.5,5.5,3186
286,2021-03-12,8640000,3424484000,393.0,401.0,393.0,393.5,7.0,7891
287,2021-03-15,2838000,1112181000,395.0,395.5,388.0,392.0,-1.5,3063
288,2021-03-16,2967000,1159196000,394.5,394.5,388.0,389.5,-2.5,3063
289,2021-03-17,2563000,999789000,390.0,393.0,387.5,389.5,0.0,2650
290,2021-03-18,2706000,1051138000,392.0,393.0,384.5,384.5,-5.0,3114
291,2021-03-19,2605000,990092000,380.0,382.5,378.5,380.0,-4.5,3265
292,2021-03-22,2735000,1050121000,378.5,388.0,378.0,384.0,4.0,2866
293,2021-03-23,2908000,1118494000,387.0,387.0,381.0,385.0,1.0,2875
294,2021-03-24,3250000,1252959000,384.5,390.5,382.5,384.0,-1.0,3060
295,2021-03-25,1998000,770792000,383.0,388.0,381.5,386.0,2.0,2131
296,2021-03-26,5501000,2167039000,389.0,398.0,387.0,397.0,11.0,5572
297,2021-03-29,5602000,2213235000,400.5,402.0,390.0,390.5,-6.5,5858
298,2021-03-30,3197000,1253544000,392.5,396.0,387.5,395.0,4.5,3154
299,2021-03-31,2696000,1058098000,395.5,397.0,390.0,391.0,-4.0,2681
300,2021-04-01,3120000,1224257000,395.0,398.0,389.0,389.5,-1.5,3002
301,2021-04-06,3614000,1415656000,393.0,396.5,389.5,390.0,0.5,3433
302,2021-04-07,5117000,1973622000,392.5,394.5,382.5,384.5,-5.5,5958
303,2021-04-08,3006000,1157108000,384.5,388.0,381.0,385.5,1.0,3185
304,2021-04-09,4806000,1828475000,386.5,387.5,378.5,379.0,-6.5,5321
305,2021-04-12,2128000,808512000,380.0,382.0,377.5,381.5,2.5,2385
306,2021-04-13,3377000,1276134000,380.0,381.5,375.0,375.5,-6.0,4271
307,2021-04-14,5266000,1941582000,375.5,377.0,363.0,369.5,-6.0,6810
308,2021-04-15,1962000,731512000,369.5,377.0,369.0,376.5,7.0,2415
309,2021-04-16,3343000,1276055000,376.5,384.5,376.5,383.0,6.5,3530
310,2021-04-19,2756000,1046892000,383.0,383.0,377.5,379.5,-3.5,2670
311,2021-04-20,2231000,848694000,379.0,382.5,377.0,381.0,1.5,2165
312,2021-04-21,3565000,1333718000,379.0,380.0,371.0,371.5,-9.5,4206
313,2021-04-22,3437000,1271553000,375.5,376.5,366.5,367.5,-4.0,4395
314,2021-04-23,1760000,651538000,367.5,372.5,366.0,372.0,4.5,1933
315,2021-04-26,3086000,1141779000,372.0,372.5,367.0,372.0,0.0,3418
316,2021-04-27,1583000,586616000,373.0,373.0,368.5,370.5,-1.5,1808
317,2021-04-28,3608000,1320783000,371.0,371.0,364.0,365.0,-5.5,4747
318,2021-04-29,4646000,1713008000,364.0,374.0,363.0,366.5,1.5,4337
319,2021-05-03,10889000,3747631000,330.0,356.0,330.0,350.0,-16.5,10181
320,2021-05-04,11984000,3916181000,345.0,347.0,315.5,322.0,-28.0,11602
321,2021-05-05,6232000,2044993000,321.0,339.0,320.0,326.0,4.0,6408
322,2021-05-06,2528000,821728000,325.0,329.0,321.5,326.0,0.0,2749
323,2021-05-07,2972000,994813000,331.0,339.0,327.0,337.5,11.5,3031
324,2021-05-10,2448000,824347000,340.0,341.0,329.5,338.5,1.0,2660
325,2021-05-11,4580000,1482288000,323.0,331.5,318.0,322.5,-16.0,4689
326,2021-05-12,8599000,2752079000,320.0,335.0,300.0,328.5,6.0,8043
327,2021-05-13,5056000,1649074000,318.5,338.0,316.0,322.5,-6.0,5650
328,2021-05-14,7412000,2296714000,323.5,331.0,300.0,302.5,-20.0,7749
329,2021-05-17,5156000,1521652000,277.0,304.5,276.5,300.0,-2.5,5142
330,2021-05-18,4208000,1301998000,305.0,317.0,298.0,314.0,14.0,3770
331,2021-05-19,3470000,1080023000,309.0,316.5,304.0,314.0,0.0,3090
332,2021-05-20,5713000,1728894000,307.0,310.0,299.0,299.0,-15.0,5491
333,2021-05-21,5893000,1801694000,301.0,311.0,300.5,307.5,8.5,3832
334,2021-05-24,2390000,741018000,304.0,314.0,303.0,312.5,5.0,2225
335,2021-05-25,3697000,1198997000,315.0,330.0,314.5,328.0,15.5,3742
336,2021-05-26,4857000,1591210000,334.0,338.0,321.0,323.0,-5.0,4706
