number,sharpe_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_multiply,params_bb_timeperiod,params_channel_multiply,params_channel_timeperiod,system_attrs_nsga2:generation,state
10,1.3181853218113273,2.1101283069626966,2024-01-16 11:42:28.620095,2024-01-16 11:42:28.936247,0 days 00:00:00.316152,2.0828650628745997,29,2.090970024693503,23,0,COMPLETE
11,1.2737522375927692,1.9114342264670297,2024-01-16 11:42:28.937244,2024-01-16 11:42:29.254709,0 days 00:00:00.317465,1.9491832296683171,22,2.0597876622139095,26,0,COMPLETE
12,1.116571997119888,1.1883239989571655,2024-01-16 11:42:29.254709,2024-01-16 11:42:29.557120,0 days 00:00:00.302411,1.7022542623016912,17,2.038116066907656,23,0,COMPLETE
13,0.5225017044940675,0.3881877580432196,2024-01-16 11:42:29.558117,2024-01-16 11:42:29.797694,0 days 00:00:00.239577,2.3946342422129856,22,1.8283604713303154,20,0,COMPLETE
14,0.8260175505716035,0.7996312956790882,2024-01-16 11:42:29.798691,2024-01-16 11:42:30.088566,0 days 00:00:00.289875,1.5958002253119998,26,2.0654467221195194,26,0,COMPLETE
15,1.2082250459353796,2.063777329193707,2024-01-16 11:42:30.089719,2024-01-16 11:42:30.396128,0 days 00:00:00.306409,2.2206656453270996,22,2.050884072231569,29,0,COMPLETE
16,1.5544608943999403,3.6103920233549887,2024-01-16 11:42:30.397156,2024-01-16 11:42:30.709093,0 days 00:00:00.311937,2.2995614375981157,18,1.9959192436816766,21,0,COMPLETE
17,0.49971886154439155,0.3321647164493621,2024-01-16 11:42:30.711057,2024-01-16 11:42:31.036481,0 days 00:00:00.325424,1.5630113441037459,17,2.2499486008450855,30,0,COMPLETE
18,0.9221459557834789,1.4280216738248819,2024-01-16 11:42:31.038525,2024-01-16 11:42:31.323770,0 days 00:00:00.285245,2.110746637668957,23,1.8130680581925633,20,0,COMPLETE
19,1.4644101664724605,3.009106148859433,2024-01-16 11:42:31.324770,2024-01-16 11:42:31.687723,0 days 00:00:00.362953,2.066319297474595,18,2.151408715232705,26,0,COMPLETE
20,0.6022384146616531,0.371756643829697,2024-01-16 11:42:31.687723,2024-01-16 11:42:32.114269,0 days 00:00:00.426546,1.7023915303013326,24,1.9405243206552154,17,0,COMPLETE
21,1.286681824566511,2.0044164723729563,2024-01-16 11:42:32.116382,2024-01-16 11:42:32.453075,0 days 00:00:00.336693,1.9776351431240973,30,2.2378791029883605,17,0,COMPLETE
22,0.6796789910825181,0.6034833750745505,2024-01-16 11:42:32.454071,2024-01-16 11:42:32.762905,0 days 00:00:00.308834,1.6157921870187906,28,2.084739937880597,18,0,COMPLETE
23,0.2979382196224806,0.12320834459530118,2024-01-16 11:42:32.763903,2024-01-16 11:42:33.075991,0 days 00:00:00.312088,2.0728101978572173,17,1.943126562622522,16,0,COMPLETE
24,1.4595213266229181,1.670501185562473,2024-01-16 11:42:33.077987,2024-01-16 11:42:33.415768,0 days 00:00:00.337781,2.195742908415667,25,1.9621656120838014,17,0,COMPLETE
25,0.6822307309364849,0.654243127404059,2024-01-16 11:42:33.416730,2024-01-16 11:42:33.691785,0 days 00:00:00.275055,2.4680167441638456,25,1.8458640785502436,28,0,COMPLETE
26,1.5336368329446484,2.6370708999401336,2024-01-16 11:42:33.692750,2024-01-16 11:42:33.994953,0 days 00:00:00.302203,1.8444756048932769,27,2.0710830705082857,20,0,COMPLETE
27,1.0105981192000841,1.1529160626337107,2024-01-16 11:42:33.995950,2024-01-16 11:42:34.314818,0 days 00:00:00.318868,1.5337215358860186,29,1.942773431899625,16,0,COMPLETE
28,1.2568717927705348,1.611102121293726,2024-01-16 11:42:34.315817,2024-01-16 11:42:34.616318,0 days 00:00:00.300501,1.6747100822302627,22,1.9421946073844496,24,0,COMPLETE
29,1.2327595989358329,1.5861620595254748,2024-01-16 11:42:34.617315,2024-01-16 11:42:34.867419,0 days 00:00:00.250104,2.261469720337592,28,1.884621824160408,19,0,COMPLETE
30,1.2655274515472836,1.1711158798699088,2024-01-16 11:42:34.868409,2024-01-16 11:42:35.203083,0 days 00:00:00.334674,2.1711978311719506,19,2.2462689511838785,19,0,COMPLETE
31,0.702771951821196,0.8058633028122344,2024-01-16 11:42:35.204049,2024-01-16 11:42:35.425745,0 days 00:00:00.221696,2.4580931819128784,29,1.8157689863627686,16,0,COMPLETE
32,1.357388421199148,1.8127982895176968,2024-01-16 11:42:35.427739,2024-01-16 11:42:35.753946,0 days 00:00:00.326207,1.9242117403044023,20,1.8920491542850348,15,0,COMPLETE
33,1.6203529259949292,2.8929391135834783,2024-01-16 11:42:35.754944,2024-01-16 11:42:36.062053,0 days 00:00:00.307109,2.089019026097599,23,1.9384491864953854,17,0,COMPLETE
34,1.1933548679583292,1.445247358581018,2024-01-16 11:42:36.063013,2024-01-16 11:42:36.368708,0 days 00:00:00.305695,2.4560734335355483,27,2.178928038796859,24,0,COMPLETE
35,1.425332931162753,2.311856109558363,2024-01-16 11:42:36.369672,2024-01-16 11:42:36.633244,0 days 00:00:00.263572,2.176638598227922,27,1.8366081522396462,26,0,COMPLETE
36,1.4698418443997714,2.4411216477501263,2024-01-16 11:42:36.634244,2024-01-16 11:42:36.927731,0 days 00:00:00.293487,1.954112601393697,29,2.080752015699325,16,0,COMPLETE
37,0.6589024741756707,0.5181671960097841,2024-01-16 11:42:36.928841,2024-01-16 11:42:37.237214,0 days 00:00:00.308373,1.6333891267571419,29,2.153011986923608,16,0,COMPLETE
38,1.4834360872452252,2.5558256328724456,2024-01-16 11:42:37.239641,2024-01-16 11:42:37.517924,0 days 00:00:00.278283,1.746242896674533,15,2.1503955531413936,24,0,COMPLETE
39,-0.24252427513193373,-0.3072654997795227,2024-01-16 11:42:37.518890,2024-01-16 11:42:37.811699,0 days 00:00:00.292809,1.5349533467016199,19,2.097265709146252,17,0,COMPLETE
40,0.307247670749072,0.08226220980297086,2024-01-16 11:42:37.812706,2024-01-16 11:42:38.118230,0 days 00:00:00.305524,2.3675769808216645,19,1.807164557943034,16,0,COMPLETE
41,1.0263838335177242,1.0186737784731912,2024-01-16 11:42:38.119228,2024-01-16 11:42:38.386068,0 days 00:00:00.266840,2.3924851317022062,27,1.8800621717743637,18,0,COMPLETE
42,1.3583507934847188,1.9914818568045667,2024-01-16 11:42:38.387067,2024-01-16 11:42:38.716155,0 days 00:00:00.329088,1.9881666797386197,24,1.9452726357164591,21,0,COMPLETE
43,0.6802057849284309,0.6309354529294778,2024-01-16 11:42:38.717159,2024-01-16 11:42:39.006443,0 days 00:00:00.289284,1.6036387880761263,21,2.183160713194432,29,0,COMPLETE
44,0.9171797029353298,0.8526386059247687,2024-01-16 11:42:39.006443,2024-01-16 11:42:39.332346,0 days 00:00:00.325903,1.9830026299850043,25,2.2219125279368646,17,0,COMPLETE
45,1.3959138403048779,2.1399523053914002,2024-01-16 11:42:39.333311,2024-01-16 11:42:39.639758,0 days 00:00:00.306447,1.6941269233441658,28,1.96872225695845,24,0,COMPLETE
46,1.3040213517923982,1.7057366481537217,2024-01-16 11:42:39.640760,2024-01-16 11:42:39.961609,0 days 00:00:00.320849,1.732718874540017,24,1.9516028954707811,25,0,COMPLETE
47,1.3517530443388384,2.4474497022492954,2024-01-16 11:42:39.963574,2024-01-16 11:42:40.313066,0 days 00:00:00.349492,2.084449278906689,19,2.051977984838517,23,0,COMPLETE
48,0.546837886919618,0.38221582097367984,2024-01-16 11:42:40.314066,2024-01-16 11:42:40.646423,0 days 00:00:00.332357,1.607675787173894,25,2.2429718006951718,17,0,COMPLETE
49,0.8927230472367841,1.2130844744717544,2024-01-16 11:42:40.647420,2024-01-16 11:42:40.951671,0 days 00:00:00.304251,2.3466304961174025,20,1.8944830578699547,28,0,COMPLETE
50,1.2556254176985129,1.6501894974054192,2024-01-16 11:42:40.951671,2024-01-16 11:42:41.273428,0 days 00:00:00.321757,2.3466304961174025,27,1.8944830578699547,28,1,COMPLETE
51,0.9849773267649717,1.2401076874529426,2024-01-16 11:42:41.274429,2024-01-16 11:42:41.630278,0 days 00:00:00.355849,1.746242896674533,18,1.9869162598626686,26,1,COMPLETE
52,1.296302058547614,1.6793152884472573,2024-01-16 11:42:41.631269,2024-01-16 11:42:41.926314,0 days 00:00:00.295045,2.4560734335355483,29,1.942773431899625,25,1,COMPLETE
53,1.3959138403048779,2.1399523053914002,2024-01-16 11:42:41.927311,2024-01-16 11:42:42.240420,0 days 00:00:00.313109,1.6941269233441658,28,1.96872225695845,24,1,COMPLETE
54,0.5375143478450936,0.40260986703730167,2024-01-16 11:42:42.241421,2024-01-16 11:42:42.514802,0 days 00:00:00.273381,2.110746637668957,23,1.8130680581925633,15,1,COMPLETE
55,0.7193344845434053,0.7413769347903311,2024-01-16 11:42:42.514802,2024-01-16 11:42:42.760937,0 days 00:00:00.246135,2.2634261376883553,24,1.8366081522396462,24,1,COMPLETE
56,0.3134933823599158,0.08699962144482626,2024-01-16 11:42:42.762933,2024-01-16 11:42:43.134651,0 days 00:00:00.371718,2.2995614375981157,18,1.9959192436816766,16,1,COMPLETE
57,1.286681824566511,2.0044164723729563,2024-01-16 11:42:43.135648,2024-01-16 11:42:43.452873,0 days 00:00:00.317225,1.9776351431240973,30,2.2378791029883605,17,1,COMPLETE
58,1.384271362497466,2.8535648088570262,2024-01-16 11:42:43.454870,2024-01-16 11:42:43.753962,0 days 00:00:00.299092,2.1148245954330287,25,2.178928038796859,29,1,COMPLETE
59,1.281563204899128,2.3717517952657032,2024-01-16 11:42:43.754959,2024-01-16 11:42:44.082483,0 days 00:00:00.327524,2.4560734335355483,24,2.178928038796859,24,1,COMPLETE
60,1.4644101664724605,3.009106148859433,2024-01-16 11:42:44.083499,2024-01-16 11:42:44.394110,0 days 00:00:00.310611,2.066319297474595,18,2.151408715232705,26,1,COMPLETE
61,1.1190344760569102,0.9385983172664953,2024-01-16 11:42:44.395107,2024-01-16 11:42:44.725725,0 days 00:00:00.330618,2.307121870850973,28,2.138312483436843,15,1,COMPLETE
62,0.32689428391907466,0.10250521779513519,2024-01-16 11:42:44.726721,2024-01-16 11:42:44.970723,0 days 00:00:00.244002,2.3675769808216645,22,1.807164557943034,16,1,COMPLETE
63,1.4845940201699972,1.761871138702038,2024-01-16 11:42:44.971722,2024-01-16 11:42:45.306965,0 days 00:00:00.335243,2.1711978311719506,24,2.2462689511838785,24,1,COMPLETE
64,0.4318797323553135,0.2561702474436683,2024-01-16 11:42:45.308927,2024-01-16 11:42:45.614416,0 days 00:00:00.305489,1.7022542623016912,24,2.038116066907656,18,1,COMPLETE
65,1.5185808841456745,2.474753956989695,2024-01-16 11:42:45.615412,2024-01-16 11:42:45.916513,0 days 00:00:00.301101,1.8444756048932769,27,1.9452726357164591,20,1,COMPLETE
66,0.4718172216564951,0.2916524570074961,2024-01-16 11:42:45.916513,2024-01-16 11:42:46.233919,0 days 00:00:00.317406,2.2634261376883553,15,1.8366081522396462,17,1,COMPLETE
67,0.6531629103239125,0.5892977215153232,2024-01-16 11:42:46.234914,2024-01-16 11:42:46.498584,0 days 00:00:00.263670,2.2995614375981157,25,1.8717509845973423,17,1,COMPLETE
68,0.882687201609857,0.6282242410010914,2024-01-16 11:42:46.499547,2024-01-16 11:42:46.830577,0 days 00:00:00.331030,1.9491832296683171,22,2.0597876622139095,18,1,COMPLETE
69,0.8711105505067663,1.1623567064334264,2024-01-16 11:42:46.831554,2024-01-16 11:42:47.110307,0 days 00:00:00.278753,2.4560734335355483,19,1.9917799644625616,20,1,COMPLETE
70,1.4906207012474761,2.293025767107614,2024-01-16 11:42:47.111293,2024-01-16 11:42:47.449257,0 days 00:00:00.337964,2.1711978311719506,30,2.2462689511838785,19,1,COMPLETE
71,1.405363531767434,2.718398445380739,2024-01-16 11:42:47.450288,2024-01-16 11:42:47.768666,0 days 00:00:00.318378,2.401975869145314,18,2.2462689511838785,25,1,COMPLETE
72,1.2105145152247843,2.0498554390676196,2024-01-16 11:42:47.769669,2024-01-16 11:42:48.065960,0 days 00:00:00.296291,2.195742908415667,25,1.9621656120838014,24,1,COMPLETE
73,1.5966324528864762,2.6500732353774015,2024-01-16 11:42:48.065960,2024-01-16 11:42:48.410825,0 days 00:00:00.344865,2.0279631309945865,27,2.0710830705082857,15,1,COMPLETE
74,1.425063450137753,2.8190192901203006,2024-01-16 11:42:48.410825,2024-01-16 11:42:48.733928,0 days 00:00:00.323103,1.9776351431240973,19,2.050884072231569,29,1,COMPLETE
75,1.1262008740302785,0.9536846854942508,2024-01-16 11:42:48.734925,2024-01-16 11:42:49.071379,0 days 00:00:00.336454,2.0646683016474485,28,1.9228809058253482,18,1,COMPLETE
76,-0.24252427513193373,-0.3072654997795227,2024-01-16 11:42:49.072350,2024-01-16 11:42:49.377511,0 days 00:00:00.305161,1.5349533467016199,19,2.097265709146252,17,1,COMPLETE
77,0.5225017044940675,0.3881877580432196,2024-01-16 11:42:49.378473,2024-01-16 11:42:49.620908,0 days 00:00:00.242435,2.3946342422129856,22,1.8283604713303154,20,1,COMPLETE
78,0.8260175505716035,0.7996312956790882,2024-01-16 11:42:49.621872,2024-01-16 11:42:49.903272,0 days 00:00:00.281400,1.5958002253119998,26,2.0654467221195194,26,1,COMPLETE
79,1.3705426411464996,2.1325594244811623,2024-01-16 11:42:49.904272,2024-01-16 11:42:50.186932,0 days 00:00:00.282660,2.2054997380895505,25,1.8611558693752601,22,1,COMPLETE
80,0.6543999991462635,0.538755198106131,2024-01-16 11:42:50.187929,2024-01-16 11:42:50.476110,0 days 00:00:00.288181,1.6941269233441658,22,2.1755888683134614,28,1,COMPLETE
81,1.4850046435809634,3.1914237853961964,2024-01-16 11:42:50.476110,2024-01-16 11:42:50.788168,0 days 00:00:00.312058,2.2206656453270996,21,2.050884072231569,24,1,COMPLETE
82,1.4626118317717958,3.1761129639927095,2024-01-16 11:42:50.789133,2024-01-16 11:42:51.098745,0 days 00:00:00.309612,2.0828650628745997,21,1.8458640785502436,23,1,COMPLETE
83,1.257918832774786,1.6781648306166728,2024-01-16 11:42:51.099744,2024-01-16 11:42:51.397967,0 days 00:00:00.298223,2.0066181983225544,15,2.2092704064560986,24,1,COMPLETE
84,1.2726688765516838,1.8673937919897419,2024-01-16 11:42:51.398968,2024-01-16 11:42:51.714828,0 days 00:00:00.315860,1.732718874540017,20,1.9516028954707811,28,1,COMPLETE
85,0.1594809231478025,-0.009151845212838622,2024-01-16 11:42:51.714828,2024-01-16 11:42:52.014448,0 days 00:00:00.299620,1.5349533467016199,19,1.912682758969602,17,1,COMPLETE
86,0.9338518136189478,1.463388779152779,2024-01-16 11:42:52.015461,2024-01-16 11:42:52.252771,0 days 00:00:00.237310,2.4005721821894754,22,1.9639082650708886,29,1,COMPLETE
87,0.6835385492859447,0.6459518616819104,2024-01-16 11:42:52.253766,2024-01-16 11:42:52.531048,0 days 00:00:00.277282,2.3924851317022062,24,1.8800621717743637,24,1,COMPLETE
88,1.440311651967105,2.242949178472894,2024-01-16 11:42:52.532049,2024-01-16 11:42:52.866521,0 days 00:00:00.334472,2.0501879866175847,24,2.079375178371947,25,1,COMPLETE
89,1.3339719454776438,2.7886338186766473,2024-01-16 11:42:52.867519,2024-01-16 11:42:53.171935,0 days 00:00:00.304416,1.9207265786967203,28,1.96872225695845,30,1,COMPLETE
90,1.3018070148675986,1.9793379213555788,2024-01-16 11:42:53.172898,2024-01-16 11:42:53.510436,0 days 00:00:00.337538,2.195742908415667,24,2.0633020758703986,21,1,COMPLETE
91,0.958838999155064,1.0379261336057177,2024-01-16 11:42:53.511433,2024-01-16 11:42:53.827408,0 days 00:00:00.315975,2.066319297474595,18,2.291234606227817,20,1,COMPLETE
92,0.865560079166837,0.8280730368699668,2024-01-16 11:42:53.828374,2024-01-16 11:42:54.108833,0 days 00:00:00.280459,1.6288620134030798,25,1.8852757436899197,17,1,COMPLETE
93,1.3181853218113273,2.1101283069626966,2024-01-16 11:42:54.108833,2024-01-16 11:42:54.425509,0 days 00:00:00.316676,2.0828650628745997,29,2.1022351134535953,23,1,COMPLETE
94,1.586819526561821,2.5887504483680925,2024-01-16 11:42:54.426511,2024-01-16 11:42:54.747828,0 days 00:00:00.321317,2.0646683016474485,28,2.138312483436843,20,1,COMPLETE
95,1.0924912604221064,1.1094648178162025,2024-01-16 11:42:54.748827,2024-01-16 11:42:55.060663,0 days 00:00:00.311836,1.9776351431240973,25,2.2092704064560986,16,1,COMPLETE
96,1.3354129893726243,2.4464783954125386,2024-01-16 11:42:55.060663,2024-01-16 11:42:55.383741,0 days 00:00:00.323078,2.2054997380895505,25,2.153011986923608,23,1,COMPLETE
97,1.8207449348395062,3.759572302179068,2024-01-16 11:42:55.383741,2024-01-16 11:42:55.721545,0 days 00:00:00.337804,2.0646683016474485,25,2.2825576747308474,23,1,COMPLETE
98,0.7743188432858291,0.95904001407698,2024-01-16 11:42:55.723510,2024-01-16 11:42:55.988209,0 days 00:00:00.264699,2.385057490365126,23,1.9959192436816766,22,1,COMPLETE
99,1.4130639948859258,3.1874088074466074,2024-01-16 11:42:55.991169,2024-01-16 11:42:56.294582,0 days 00:00:00.303413,2.4446843509126497,22,2.050884072231569,29,1,COMPLETE
100,1.349962013169944,2.0926374260700196,2024-01-16 11:42:56.294582,2024-01-16 11:42:56.673840,0 days 00:00:00.379258,2.1733069265529066,20,2.2825576747308474,29,2,COMPLETE
101,1.2520428626070843,1.9478196203355713,2024-01-16 11:42:56.675202,2024-01-16 11:42:57.018527,0 days 00:00:00.343325,2.284945102120824,30,2.2462689511838785,17,2,COMPLETE
102,1.013198096181184,1.137396586556899,2024-01-16 11:42:57.019567,2024-01-16 11:42:57.332412,0 days 00:00:00.312845,1.954112601393697,29,2.2639244481874026,23,2,COMPLETE
103,1.5241233555648106,3.3710170751909074,2024-01-16 11:42:57.333409,2024-01-16 11:42:57.671031,0 days 00:00:00.337622,2.3321119900260214,22,2.05775638059764,22,2,COMPLETE
104,1.3602339942559627,2.6768144280659665,2024-01-16 11:42:57.673608,2024-01-16 11:42:57.996460,0 days 00:00:00.322852,2.401975869145314,18,2.1274096452992675,29,2,COMPLETE
105,1.5336368329446484,2.6370708999401336,2024-01-16 11:42:57.997457,2024-01-16 11:42:58.300463,0 days 00:00:00.303006,1.8444756048932769,27,2.0710830705082857,20,2,COMPLETE
106,1.5810248651546897,2.61294261914247,2024-01-16 11:42:58.301497,2024-01-16 11:42:58.669597,0 days 00:00:00.368100,2.0646683016474485,28,2.1932139146812997,23,2,COMPLETE
107,1.4497477711409172,2.297783787432587,2024-01-16 11:42:58.669597,2024-01-16 11:42:58.991778,0 days 00:00:00.322181,2.2995614375981157,25,1.9959192436816766,21,2,COMPLETE
108,1.3077221423415952,1.9604814153267354,2024-01-16 11:42:58.992773,2024-01-16 11:42:59.337652,0 days 00:00:00.344879,1.9207265786967203,21,2.050884072231569,30,2,COMPLETE
109,1.2168182382658117,1.7462715340731012,2024-01-16 11:42:59.339616,2024-01-16 11:42:59.661628,0 days 00:00:00.322012,2.066319297474595,21,2.151408715232705,26,2,COMPLETE
110,0.7601980488704944,0.9216537542663507,2024-01-16 11:42:59.662628,2024-01-16 11:42:59.931959,0 days 00:00:00.269331,2.4446843509126497,22,2.050884072231569,23,2,COMPLETE
111,1.4511408546343947,2.3054993529446186,2024-01-16 11:42:59.932924,2024-01-16 11:43:00.250751,0 days 00:00:00.317827,2.2045220585136094,27,1.9959192436816766,20,2,COMPLETE
112,1.4668339578247513,2.28021192082945,2024-01-16 11:43:00.251761,2024-01-16 11:43:00.582989,0 days 00:00:00.331228,2.0279631309945865,29,1.9854962370089926,19,2,COMPLETE
113,1.2342155962062769,1.5986271608199838,2024-01-16 11:43:00.584025,2024-01-16 11:43:00.911042,0 days 00:00:00.327017,2.066319297474595,22,2.050884072231569,26,2,COMPLETE
114,1.2344339991783653,2.244096410686666,2024-01-16 11:43:00.912046,2024-01-16 11:43:01.234375,0 days 00:00:00.322329,2.089019026097599,23,1.9384491864953854,27,2,COMPLETE
115,1.4315148557644624,2.151991187510441,2024-01-16 11:43:01.234375,2024-01-16 11:43:01.570472,0 days 00:00:00.336097,2.089019026097599,18,1.9384491864953854,17,2,COMPLETE
116,1.3490084771257629,2.204840526206146,2024-01-16 11:43:01.570472,2024-01-16 11:43:01.882064,0 days 00:00:00.311592,2.2634261376883553,28,2.2383438905803947,22,2,COMPLETE
117,1.676665742034848,2.9291556557200664,2024-01-16 11:43:01.883027,2024-01-16 11:43:02.225741,0 days 00:00:00.342714,2.084449278906689,19,2.050884072231569,21,2,COMPLETE
118,1.2813581649630739,1.635253729718814,2024-01-16 11:43:02.226728,2024-01-16 11:43:02.548726,0 days 00:00:00.321998,1.9161292658608264,18,2.151408715232705,24,2,COMPLETE
119,1.53247251385505,2.050471763639919,2024-01-16 11:43:02.549723,2024-01-16 11:43:02.892342,0 days 00:00:00.342619,2.1911570135211598,20,2.2378791029883605,15,2,COMPLETE
120,1.4130639948859258,3.1874088074466074,2024-01-16 11:43:02.893339,2024-01-16 11:43:03.187941,0 days 00:00:00.294602,2.4446843509126497,22,2.0710830705082857,29,2,COMPLETE
121,1.1784061770103151,1.9306938963363622,2024-01-16 11:43:03.190958,2024-01-16 11:43:03.500691,0 days 00:00:00.309733,1.9881666797386197,28,1.96872225695845,24,2,COMPLETE
122,0.6644165180729923,0.4033130484761088,2024-01-16 11:43:03.501694,2024-01-16 11:43:03.830591,0 days 00:00:00.328897,1.9881666797386197,24,2.2383438905803947,16,2,COMPLETE
123,1.240421320825505,2.1457806082566906,2024-01-16 11:43:03.831588,2024-01-16 11:43:04.138119,0 days 00:00:00.306531,2.084449278906689,25,1.9621656120838014,23,2,COMPLETE
124,-0.014899274205168168,-0.13358437650950378,2024-01-16 11:43:04.140115,2024-01-16 11:43:04.444370,0 days 00:00:00.304255,1.6574678160560359,21,2.138312483436843,23,2,COMPLETE
125,1.2082250459353796,2.063777329193707,2024-01-16 11:43:04.445398,2024-01-16 11:43:04.753097,0 days 00:00:00.307699,2.2206656453270996,22,2.050884072231569,29,2,COMPLETE
126,1.258891778345188,2.243660759542048,2024-01-16 11:43:04.756090,2024-01-16 11:43:05.087652,0 days 00:00:00.331562,2.089019026097599,23,1.9253707398236914,29,2,COMPLETE
127,-0.07590049441071348,-0.2457463074145498,2024-01-16 11:43:05.089653,2024-01-16 11:43:05.385434,0 days 00:00:00.295781,2.401975869145314,20,1.8920491542850348,15,2,COMPLETE
128,1.118879367443629,1.2522498326744063,2024-01-16 11:43:05.386480,2024-01-16 11:43:05.703988,0 days 00:00:00.317508,1.8444756048932769,20,2.153011986923608,23,2,COMPLETE
129,1.5626978200735182,3.1218759997162975,2024-01-16 11:43:05.705982,2024-01-16 11:43:05.985918,0 days 00:00:00.279936,1.8444756048932769,15,2.1503955531413936,24,2,COMPLETE
130,1.4845940201699972,1.761871138702038,2024-01-16 11:43:05.985918,2024-01-16 11:43:06.325711,0 days 00:00:00.339793,2.1711978311719506,24,2.2462689511838785,24,2,COMPLETE
131,1.269169785625626,1.5450645909743788,2024-01-16 11:43:06.326709,2024-01-16 11:43:06.656671,0 days 00:00:00.329962,1.9881666797386197,24,2.178928038796859,25,2,COMPLETE
132,1.4711687294492721,2.0022092192309935,2024-01-16 11:43:06.657668,2024-01-16 11:43:06.998541,0 days 00:00:00.340873,1.8444756048932769,27,1.8366081522396462,20,2,COMPLETE
133,1.5316124707237944,2.21797804921019,2024-01-16 11:43:06.998541,2024-01-16 11:43:07.326947,0 days 00:00:00.328406,1.9881666797386197,17,2.0710830705082857,15,2,COMPLETE
134,1.519315199323536,2.6447259602469626,2024-01-16 11:43:07.327943,2024-01-16 11:43:07.623706,0 days 00:00:00.295763,1.7453591522533858,27,2.0710830705082857,22,2,COMPLETE
135,1.5495912328021457,2.2527632431987894,2024-01-16 11:43:07.624667,2024-01-16 11:43:07.951037,0 days 00:00:00.326370,1.9103787063627204,21,1.8611558693752601,16,2,COMPLETE
136,0.9944378981628974,0.9489163511943665,2024-01-16 11:43:07.952033,2024-01-16 11:43:08.275712,0 days 00:00:00.323679,1.8464056460422276,25,2.1221146464234177,27,2,COMPLETE
137,1.2624756287605807,2.206982565615771,2024-01-16 11:43:08.276720,2024-01-16 11:43:08.580784,0 days 00:00:00.304064,2.021039050722604,25,1.8873494691824495,22,2,COMPLETE
138,1.3392263502988333,2.8055554087830075,2024-01-16 11:43:08.581781,2024-01-16 11:43:08.864654,0 days 00:00:00.282873,2.002219959864017,27,2.050884072231569,29,2,COMPLETE
139,1.245386721128042,1.6956091027515714,2024-01-16 11:43:08.864654,2024-01-16 11:43:09.168564,0 days 00:00:00.303910,2.4080607723843808,28,1.96872225695845,30,2,COMPLETE
140,1.392498801237458,2.204524801983023,2024-01-16 11:43:09.169560,2024-01-16 11:43:09.476927,0 days 00:00:00.307367,2.0646683016474485,28,2.2825576747308474,19,2,COMPLETE
141,1.2225894297447808,1.494513681989487,2024-01-16 11:43:09.477921,2024-01-16 11:43:09.780490,0 days 00:00:00.302569,1.920367885334709,24,2.0360263220426758,15,2,COMPLETE
142,0.8382806636275426,0.8452822780842897,2024-01-16 11:43:09.781488,2024-01-16 11:43:10.090505,0 days 00:00:00.309017,1.9491832296683171,18,2.151408715232705,29,2,COMPLETE
143,0.8922954164140214,1.0070435362411396,2024-01-16 11:43:10.091471,2024-01-16 11:43:10.374431,0 days 00:00:00.282960,1.581582465489166,29,1.96872225695845,23,2,COMPLETE
144,1.4537799066143728,2.3190461892307095,2024-01-16 11:43:10.375428,2024-01-16 11:43:10.697878,0 days 00:00:00.322450,2.246854604257046,27,1.9987177284155293,21,2,COMPLETE
